article_id,article_version,related_num,r_ncd_id,r_ncd_version,last_updated
52513,47,1,65,1,2025-04-29 23:04:19.597000
52513,50,1,65,1,2025-04-29 23:04:19.597000
52514,61,1,169,1,2025-04-29 23:04:19.600000
52514,61,2,312,1,2025-04-29 23:04:19.600000
52514,61,3,47,1,2025-04-29 23:04:19.603000
52514,61,4,190,1,2025-04-29 23:04:19.603000
52516,26,1,190,1,2025-04-29 23:04:19.607000
52517,50,2,380,1,2025-10-01 19:56:19.217000
52518,36,1,221,1,2025-04-29 23:04:19.610000
52518,36,2,190,1,2025-04-29 23:04:19.610000
52519,39,1,190,1,2025-04-29 23:04:19.610000
52520,31,1,145,1,2025-04-29 23:04:19.613000
52520,31,2,63,1,2025-04-29 23:04:19.617000
52520,31,3,151,1,2025-04-29 23:04:19.617000
52520,31,4,354,1,2025-04-29 23:04:19.620000
52520,31,5,273,1,2025-04-29 23:04:19.620000
52521,38,1,0,1,2025-04-29 23:04:19.623000
52521,43,1,0,1,2025-04-29 23:04:19.627000
52521,48,1,0,1,2025-04-29 23:04:19.633000
52521,51,1,0,1,2025-04-29 23:04:19.633000
52521,55,1,0,1,2025-04-29 23:04:19.633000
52527,84,1,0,1,2025-04-29 23:04:20.480000
52527,85,1,0,1,2025-04-29 23:04:20.480000
52527,89,1,0,1,2025-04-29 23:04:20.480000
52527,90,1,0,1,2025-04-29 23:04:20.480000
52535,13,1,0,1,2025-04-29 23:04:20.483000
52535,14,1,0,1,2025-04-29 23:04:20.483000
52537,11,1,0,1,2025-04-29 23:04:20.483000
52571,130,1,0,1,2025-04-29 23:04:15.460000
52571,133,1,0,1,2025-04-29 23:04:15.460000
52571,136,1,0,1,2025-04-29 23:04:15.460000
52571,139,1,0,1,2025-04-29 23:04:15.460000
52571,141,1,0,1,2025-04-29 23:04:15.460000
52571,143,1,0,1,2025-04-29 23:04:15.460000
52711,22,1,0,1,2025-04-29 23:04:19.633000
52712,25,1,0,1,2025-04-29 23:04:19.637000
52713,18,1,0,1,2025-04-29 23:04:19.637000
52725,31,1,11,1,2025-04-29 23:04:17.313000
52725,31,2,135,1,2025-04-29 23:04:17.313000
52725,31,3,15,1,2025-04-29 23:04:17.317000
52725,36,1,11,1,2025-04-29 23:04:17.313000
52725,36,2,135,1,2025-04-29 23:04:17.313000
52725,36,3,15,1,2025-04-29 23:04:17.317000
52725,37,1,11,1,2025-04-29 23:04:17.313000
52725,37,2,135,1,2025-04-29 23:04:17.313000
52725,37,3,15,1,2025-04-29 23:04:17.317000
52725,38,1,11,1,2025-04-29 23:04:17.313000
52725,38,2,135,1,2025-04-29 23:04:17.313000
52725,38,3,15,1,2025-04-29 23:04:17.317000
52732,24,1,0,1,2025-04-29 23:04:17.317000
52732,25,1,0,1,2025-04-29 23:04:17.317000
52754,6,1,0,1,2025-04-29 23:04:17.320000
52754,7,1,0,1,2025-04-29 23:04:17.320000
52755,13,1,0,1,2025-04-29 23:04:17.320000
52755,14,1,0,1,2025-04-29 23:04:17.320000
52767,13,1,0,1,2025-04-29 23:04:17.320000
52767,14,1,0,1,2025-04-29 23:04:17.320000
52770,28,1,320,1,2025-04-29 23:04:17.323000
52770,29,1,320,1,2025-04-29 23:04:17.323000
52775,17,1,0,1,2025-04-29 23:04:17.330000
52775,18,1,0,1,2025-04-29 23:04:17.330000
52800,92,1,0,1,2025-04-29 23:04:20.737000
52800,94,1,0,1,2025-04-29 23:04:20.737000
52800,96,1,0,1,2025-04-29 23:04:20.737000
52800,98,1,0,1,2025-04-29 23:04:20.737000
52825,11,1,0,1,2025-04-29 23:04:20.310000
52825,12,1,0,1,2025-04-29 23:04:20.310000
52830,7,1,0,1,2025-04-29 23:04:19.207000
52830,8,1,0,1,2025-04-29 23:04:19.207000
52830,9,1,0,1,2025-04-29 23:04:19.207000
52837,20,1,0,1,2025-04-29 23:04:20.267000
52837,21,1,0,1,2025-04-29 23:04:20.267000
52840,2,1,1,1,2025-04-29 23:04:20.273000
52840,3,1,1,1,2025-04-29 23:04:20.273000
52841,3,1,0,1,2025-04-29 23:04:20.283000
52841,4,1,0,1,2025-04-29 23:04:20.283000
52842,17,1,0,1,2025-04-29 23:04:20.290000
52842,18,1,0,1,2025-04-29 23:04:20.290000
52845,7,1,0,1,2025-04-29 23:04:20.277000
52845,8,1,0,1,2025-04-29 23:04:20.277000
52848,38,1,0,1,2025-04-29 23:04:18.760000
52848,41,1,0,1,2025-04-29 23:04:18.760000
52848,42,1,0,1,2025-04-29 23:04:18.760000
52849,35,1,186,1,2025-04-29 23:04:18.763000
52849,35,2,177,1,2025-04-29 23:04:18.767000
52849,35,3,263,1,2025-04-29 23:04:18.773000
52849,35,4,272,1,2025-04-29 23:04:18.777000
52849,36,1,186,1,2025-04-29 23:04:18.763000
52849,36,2,177,1,2025-04-29 23:04:18.767000
52849,36,3,263,1,2025-04-29 23:04:18.773000
52849,36,4,272,1,2025-04-29 23:04:18.777000
52850,50,1,62,1,2025-04-29 23:04:18.787000
52850,52,1,62,1,2025-04-29 23:04:18.787000
52850,55,1,62,1,2025-04-29 23:04:18.787000
52850,56,1,62,1,2025-04-29 23:04:18.787000
52855,30,1,158,1,2025-04-29 23:04:18.920000
52855,31,1,158,1,2025-04-29 23:04:18.920000
52863,55,1,0,1,2025-04-29 23:04:19.850000
52863,58,1,0,1,2025-04-29 23:04:19.850000
52863,59,1,0,1,2025-04-29 23:04:19.850000
52866,34,1,89,1,2025-04-29 23:04:20.080000
52866,34,2,192,1,2025-04-29 23:04:20.087000
52866,34,3,274,1,2025-04-29 23:04:20.090000
52866,34,4,237,1,2025-04-29 23:04:20.093000
52866,35,1,89,1,2025-04-29 23:04:20.080000
52866,35,2,192,1,2025-04-29 23:04:20.087000
52866,35,3,274,1,2025-04-29 23:04:20.090000
52866,35,4,237,1,2025-04-29 23:04:20.093000
52868,45,1,263,1,2025-04-29 23:04:20.163000
52868,46,1,263,1,2025-04-29 23:04:20.163000
52870,37,1,0,1,2025-04-29 23:04:20.193000
52870,38,1,0,1,2025-04-29 23:04:20.193000
52917,4,1,0,1,2025-04-29 23:04:17.330000
52918,5,1,0,1,2025-04-29 23:04:17.333000
52926,9,1,344,1,2018-10-16 21:51:03.283000
52926,11,1,344,1,2018-10-16 21:51:03.283000
52926,13,1,344,1,2025-04-29 23:04:17.333000
52926,14,1,344,1,2025-04-29 23:04:17.333000
52959,13,1,0,1,2025-04-29 23:04:17.337000
52959,14,1,0,1,2025-04-29 23:04:17.337000
52959,15,1,0,1,2025-04-29 23:04:17.337000
52960,14,1,0,1,2025-04-29 23:04:17.337000
52960,15,1,0,1,2025-04-29 23:04:17.337000
52986,237,1,372,2,2023-08-31 19:56:09.250000
52986,242,1,372,2,2023-08-31 19:56:09.250000
52992,27,1,0,1,2025-04-29 23:04:16.603000
52992,30,1,0,1,2025-04-29 23:04:16.607000
52993,54,1,0,1,2025-04-29 23:04:16.607000
52996,26,1,0,1,2025-04-29 23:04:16.610000
52996,31,1,0,1,2025-04-29 23:04:16.610000
52998,47,1,0,1,2025-04-29 23:04:16.610000
52998,50,1,0,1,2025-04-29 23:04:16.610000
53001,42,1,0,1,2025-04-29 23:04:16.613000
53001,45,1,0,1,2025-04-29 23:04:16.613000
53006,14,1,0,1,2025-04-29 23:04:17.930000
53008,53,1,0,1,2025-04-29 23:04:17.337000
53008,55,1,0,1,2025-04-29 23:04:17.337000
53008,56,1,0,1,2025-04-29 23:04:17.337000
53009,51,1,0,1,2025-04-29 23:04:17.340000
53009,53,1,0,1,2025-04-29 23:04:17.340000
53009,54,1,0,1,2025-04-29 23:04:17.340000
53017,36,1,249,1,2025-04-29 23:04:17.340000
53017,37,1,249,1,2025-04-29 23:04:17.340000
53018,13,1,0,1,2025-04-29 23:04:20.140000
53018,14,1,0,1,2025-04-29 23:04:20.140000
53019,14,1,0,1,2025-04-29 23:04:20.303000
53019,15,1,0,1,2025-04-29 23:04:20.303000
53020,2,1,0,1,2025-04-29 23:04:20.310000
53020,3,1,0,1,2025-04-29 23:04:20.310000
53021,126,1,0,1,2025-04-30 16:34:55.170000
53021,128,1,0,1,2025-04-30 16:34:55.170000
53021,132,1,0,1,2025-04-30 16:34:55.170000
53021,136,1,0,1,2025-04-30 16:34:55.170000
53021,140,1,0,1,2025-04-30 16:34:55.170000
53021,141,1,0,1,2025-04-30 16:34:55.170000
53024,21,1,0,1,2025-04-29 23:04:17.340000
53024,22,1,0,1,2025-04-29 23:04:17.340000
53026,59,1,57,1,2025-04-29 23:04:17.343000
53026,61,1,57,3,2015-10-02 17:44:41.300000
53026,62,1,57,3,2015-10-02 17:44:41.300000
53026,65,1,57,3,2015-10-02 17:44:41.300000
53028,56,1,57,1,2025-04-29 23:04:17.347000
53028,58,1,57,3,2015-10-02 17:46:09.177000
53028,59,1,57,3,2015-10-02 17:46:09.177000
53032,132,1,0,1,2025-04-29 23:04:17.350000
53032,134,1,0,1,2025-04-29 23:04:17.350000
53032,138,1,0,1,2025-04-29 23:04:17.350000
53032,141,1,0,1,2025-04-29 23:04:17.350000
53032,143,1,0,1,2025-04-29 23:04:17.350000
53032,145,1,0,1,2025-04-29 23:04:17.350000
53033,126,1,0,1,2025-04-29 23:04:17.357000
53033,128,1,0,1,2025-04-29 23:04:17.357000
53033,132,1,0,1,2025-04-29 23:04:17.357000
53033,135,1,0,1,2025-04-29 23:04:17.357000
53033,139,1,0,1,2025-04-29 23:04:17.357000
53033,141,1,0,1,2025-04-29 23:04:17.357000
53034,7,1,0,1,2025-04-29 23:04:17.360000
53034,8,1,0,1,2025-04-29 23:04:17.360000
53043,14,1,0,1,2025-04-29 23:04:17.930000
53043,16,1,0,1,2025-04-29 23:04:17.930000
53046,21,1,0,1,2025-04-29 23:04:17.360000
53046,22,1,0,1,2025-04-29 23:04:17.360000
53047,17,1,0,1,2025-04-29 23:04:17.933000
53049,96,1,223,2,2017-08-22 18:24:19.800000
53049,98,1,223,1,2025-04-29 23:04:16.617000
53049,99,1,223,1,2025-04-29 23:04:16.617000
53052,47,1,0,1,2025-04-29 23:04:17.933000
53052,48,1,0,1,2025-04-29 23:04:17.933000
53053,14,1,0,1,2025-04-29 23:04:17.937000
53055,13,1,0,1,2025-04-29 23:04:17.937000
53056,15,1,0,1,2025-04-29 23:04:17.940000
53057,61,1,22,1,2025-04-29 23:04:17.940000
53057,61,2,94,1,2025-04-29 23:04:17.943000
53057,63,1,22,1,2025-04-29 23:04:17.940000
53057,63,2,94,1,2025-04-29 23:04:17.943000
53057,67,1,22,1,2025-04-29 23:04:17.940000
53057,67,2,94,1,2025-04-29 23:04:17.943000
53058,59,1,0,1,2025-04-29 23:04:17.943000
53058,61,1,0,1,2025-04-29 23:04:17.943000
53058,65,1,0,1,2025-04-29 23:04:17.943000
53060,44,1,0,1,2025-04-29 23:04:17.947000
53060,48,1,0,1,2025-04-29 23:04:17.947000
53064,81,1,22,1,2025-04-29 23:04:17.947000
53064,81,2,94,1,2025-04-29 23:04:17.950000
53064,81,3,231,1,2025-04-29 23:04:17.950000
53064,81,4,131,1,2025-04-29 23:04:17.953000
53064,83,1,22,1,2025-04-29 23:04:17.947000
53064,83,2,94,1,2025-04-29 23:04:17.950000
53064,83,3,231,1,2025-04-29 23:04:17.950000
53064,83,4,131,1,2025-04-29 23:04:17.953000
53064,87,1,22,1,2025-04-29 23:04:17.947000
53064,87,2,94,1,2025-04-29 23:04:17.950000
53064,87,3,231,1,2025-04-29 23:04:17.950000
53064,87,4,131,1,2025-04-29 23:04:17.953000
53065,70,1,22,1,2025-04-29 23:04:17.953000
53065,70,2,175,1,2025-04-29 23:04:17.953000
53065,70,3,94,1,2025-04-29 23:04:17.957000
53065,70,4,231,1,2025-04-29 23:04:17.957000
53065,70,5,131,1,2025-04-29 23:04:17.960000
53065,72,1,22,1,2025-04-29 23:04:17.953000
53065,72,2,175,1,2025-04-29 23:04:17.953000
53065,72,3,94,1,2025-04-29 23:04:17.957000
53065,72,4,231,1,2025-04-29 23:04:17.957000
53065,72,5,131,1,2025-04-29 23:04:17.960000
53065,76,1,22,1,2025-04-29 23:04:17.953000
53065,76,2,175,1,2025-04-29 23:04:17.953000
53065,76,3,94,1,2025-04-29 23:04:17.957000
53065,76,4,231,1,2025-04-29 23:04:17.957000
53065,76,5,131,1,2025-04-29 23:04:17.960000
53066,92,1,0,1,2025-04-29 23:04:17.960000
53066,95,1,0,1,2025-04-29 23:04:17.960000
53066,97,1,0,1,2025-04-29 23:04:17.960000
53066,99,1,0,1,2025-04-29 23:04:17.960000
53079,25,1,0,1,2025-04-29 23:04:17.363000
53079,26,1,0,1,2025-04-29 23:04:17.363000
53084,27,1,0,1,2025-04-29 23:04:17.363000
53084,28,1,0,1,2025-04-29 23:04:17.363000
53095,28,1,0,1,2025-04-29 23:04:17.960000
53101,46,1,0,1,2025-04-29 23:04:15.410000
53104,32,1,0,1,2025-04-29 23:04:15.410000
53105,22,1,0,1,2025-04-29 23:04:15.413000
53106,16,1,0,1,2025-04-29 23:04:15.417000
53124,37,1,0,1,2025-04-29 23:04:16.620000
53124,38,1,0,1,2025-04-29 23:04:16.620000
53127,181,1,0,1,2025-04-29 23:04:16.633000
53127,184,1,0,1,2025-04-29 23:04:16.633000
53127,187,1,0,1,2025-04-29 23:04:16.633000
53127,190,1,0,1,2025-04-29 23:04:16.633000
53127,193,1,0,1,2025-04-29 23:04:16.633000
53134,84,1,292,1,2025-04-29 23:04:16.633000
53134,84,2,288,1,2025-04-29 23:04:16.637000
53134,84,3,294,1,2025-04-29 23:04:16.637000
53252,234,1,0,1,2025-04-29 23:04:16.650000
53252,236,1,0,1,2025-04-29 23:04:16.650000
53252,237,1,0,1,2025-04-29 23:04:16.650000
53296,18,1,0,1,2025-04-29 23:04:17.367000
53296,22,1,0,1,2025-04-29 23:04:17.367000
53296,23,1,0,1,2025-04-29 23:04:17.367000
53304,15,1,0,1,2025-04-29 23:04:17.367000
53304,16,1,0,1,2025-04-29 23:04:17.367000
53322,15,1,0,1,2025-04-29 23:04:17.370000
53322,16,1,0,1,2025-04-29 23:04:17.370000
53352,12,1,0,1,2025-04-29 23:04:17.373000
53352,13,1,0,1,2025-04-29 23:04:17.373000
53356,13,1,0,1,2025-04-29 23:04:17.373000
53356,14,1,0,1,2025-04-29 23:04:17.373000
53359,34,1,249,1,2025-04-29 23:04:17.377000
53359,35,1,249,1,2025-04-29 23:04:17.377000
53359,38,1,249,1,2025-04-29 23:04:17.377000
53359,40,1,249,1,2025-04-29 23:04:17.377000
53387,32,1,0,1,2025-04-29 23:04:17.963000
53387,33,1,0,1,2025-04-29 23:04:17.963000
53387,35,1,0,1,2025-04-29 23:04:17.963000
53399,13,1,0,1,2025-04-29 23:04:17.963000
53423,16,1,0,1,2025-04-29 23:04:17.963000
53435,11,1,0,1,2025-04-29 23:04:17.967000
53441,10,1,0,1,2025-04-29 23:04:17.967000
53444,14,1,57,1,2025-04-29 23:04:17.970000
53446,6,1,0,1,2025-04-29 23:04:17.970000
53472,18,1,0,1,2025-04-29 23:04:17.973000
53480,14,1,0,1,2025-04-29 23:04:15.420000
53482,13,1,0,1,2025-04-29 23:04:17.973000
53484,16,1,0,1,2025-04-29 23:04:15.420000
53484,18,1,0,1,2025-04-29 23:04:15.420000
53488,11,1,0,1,2025-04-29 23:04:17.973000
53495,11,1,0,1,2025-04-29 23:04:17.977000
53497,15,1,0,1,2025-04-29 23:04:17.977000
53531,22,1,0,1,2025-04-29 23:04:15.420000
53538,15,1,0,1,2025-04-29 23:04:15.423000
53558,29,1,0,1,2025-04-29 23:04:15.423000
53605,21,1,0,1,2025-04-29 23:04:15.423000
53702,19,1,0,1,2025-04-29 23:04:15.427000
53708,16,1,245,1,2025-04-29 23:04:17.980000
53773,20,1,0,1,2025-04-29 23:04:17.983000
53775,34,1,0,1,2025-04-29 23:04:17.983000
53778,14,1,0,1,2025-04-29 23:04:17.987000
53781,17,1,0,1,2025-04-29 23:04:17.987000
53784,15,1,1,1,2025-04-29 23:04:17.990000
53793,33,1,0,1,2025-04-29 23:04:17.990000
53793,35,1,0,1,2025-04-29 23:04:17.990000
53793,38,1,0,1,2025-04-29 23:04:17.990000
53883,26,1,0,1,2025-04-29 23:04:16.650000
53893,8,1,0,1,2025-04-29 23:04:17.377000
53893,10,1,0,1,2025-04-29 23:04:17.377000
53893,11,1,0,1,2025-04-29 23:04:17.377000
53916,11,1,0,1,2025-04-29 23:04:17.377000
53916,12,1,0,1,2025-04-29 23:04:17.377000
53918,11,1,0,1,2025-04-29 23:04:17.380000
53918,12,1,0,1,2025-04-29 23:04:17.380000
53931,6,1,0,1,2025-04-29 23:04:17.990000
53972,9,1,0,1,2025-04-29 23:04:17.380000
53972,10,1,0,1,2025-04-29 23:04:17.380000
53975,8,1,0,1,2025-04-29 23:04:17.380000
53975,9,1,0,1,2025-04-29 23:04:17.380000
53986,18,1,0,1,2025-04-29 23:04:17.990000
53988,20,1,0,1,2025-04-29 23:04:17.993000
54018,33,1,0,1,2025-04-29 23:04:15.430000
54021,26,1,0,1,2025-04-29 23:04:15.430000
54061,19,1,285,1,2025-04-29 23:04:17.380000
54061,20,1,285,1,2025-04-29 23:04:17.380000
54061,23,1,285,1,2025-04-29 23:04:17.380000
54063,15,1,285,1,2025-04-29 23:04:17.383000
54063,16,1,285,1,2025-04-29 23:04:17.383000
