article_id,article_version,related_num,r_ncd_id,r_ncd_version,last_updated
56241,8,1,156,1,2025-04-29 23:04:17.650000
56241,8,2,55,1,2025-04-29 23:04:17.650000
56241,8,3,194,1,2025-04-29 23:04:17.653000
56248,11,1,0,1,2025-04-29 23:04:18.893000
56248,12,1,0,1,2025-04-29 23:04:18.893000
56252,2,1,0,1,2025-04-29 23:04:20.407000
56253,3,1,0,1,2025-04-29 23:04:17.653000
56254,4,1,0,1,2025-04-29 23:04:17.653000
56256,4,1,0,1,2025-04-29 23:04:17.657000
56257,4,1,0,1,2025-04-29 23:04:17.657000
56272,3,1,0,1,2025-04-29 23:04:15.440000
56273,26,1,0,1,2025-04-29 23:04:20.853000
56273,28,1,0,1,2025-04-29 23:04:20.853000
56283,3,1,0,1,2025-04-29 23:04:20.587000
56287,18,1,0,1,2025-04-29 23:04:15.470000
56289,11,1,82,1,2025-04-29 23:04:20.590000
56289,13,1,82,1,2025-04-29 23:04:20.590000
56289,14,1,82,1,2025-04-29 23:04:20.590000
56313,2,1,0,1,2025-04-29 23:04:20.590000
56315,3,1,0,1,2025-04-29 23:04:15.440000
56326,27,1,0,1,2025-04-29 23:04:19.237000
56326,28,1,0,1,2025-04-29 23:04:19.237000
56329,4,1,0,1,2025-04-29 23:04:15.440000
56333,11,1,372,1,2025-04-29 23:04:20.853000
56335,14,1,0,1,2025-04-30 19:14:46.643000
56336,2,1,372,1,2025-04-29 23:04:20.860000
56338,2,1,0,1,2025-04-29 23:04:20.860000
56340,30,1,110,1,2025-04-29 23:04:17.660000
56340,31,1,110,1,2025-04-29 23:04:17.660000
56340,32,1,110,1,2025-04-29 23:04:17.660000
56342,32,1,110,1,2025-04-29 23:04:17.663000
56342,33,1,110,1,2025-04-29 23:04:17.663000
56343,13,1,110,1,2025-04-29 23:04:18.030000
56343,14,1,110,1,2025-04-29 23:04:18.030000
56344,2,1,372,1,2025-04-29 23:04:15.443000
56346,22,1,0,1,2025-04-30 17:19:25.703000
56346,25,1,0,1,2025-04-30 17:19:25.703000
56346,27,1,0,1,2025-04-30 17:19:25.703000
56354,3,1,0,1,2025-04-29 23:04:20.590000
56356,3,1,0,1,2025-04-29 23:04:17.663000
56357,3,1,0,1,2025-04-29 23:04:17.667000
56366,3,1,0,1,2025-04-29 23:04:20.590000
56374,3,1,372,1,2025-04-29 23:04:20.593000
56375,3,1,0,1,2025-04-29 23:04:17.667000
56376,3,1,0,1,2025-04-29 23:04:17.670000
56380,54,1,0,1,2025-04-29 23:04:18.033000
56380,56,1,0,1,2025-04-29 23:04:18.033000
56381,4,1,0,1,2025-04-29 23:04:17.670000
56382,5,1,0,1,2025-04-29 23:04:17.670000
56384,7,1,0,1,2025-04-29 23:04:18.037000
56389,35,1,0,1,2025-04-29 23:04:18.037000
56389,36,1,0,1,2025-04-29 23:04:18.037000
56390,11,1,0,1,2025-04-29 23:04:18.040000
56391,35,1,110,4,2019-03-13 16:14:54.897000
56391,37,1,110,4,2019-03-13 16:14:54.897000
56392,3,1,0,1,2025-04-29 23:04:18.040000
56393,2,1,0,1,2025-04-29 23:04:18.040000
56394,27,1,0,1,2025-04-29 23:04:20.870000
56394,29,1,0,1,2025-04-29 23:04:20.870000
56394,31,1,0,1,2025-04-29 23:04:20.870000
56394,32,1,0,1,2025-04-29 23:04:20.870000
56395,17,1,0,1,2025-04-29 23:04:20.870000
56395,18,1,0,1,2025-04-29 23:04:20.870000
56396,11,1,0,1,2025-04-29 23:04:18.043000
56397,2,1,0,1,2025-04-29 23:04:18.043000
56399,2,1,0,1,2025-04-29 23:04:20.870000
56401,2,1,0,1,2025-04-29 23:04:18.047000
56402,2,1,0,1,2025-04-29 23:04:20.870000
56410,6,1,372,1,2025-04-29 23:04:17.673000
56411,4,1,372,1,2025-04-29 23:04:17.673000
56414,36,1,0,1,2025-04-29 23:04:16.697000
56414,41,1,0,1,2025-04-29 23:04:16.697000
56416,39,1,0,1,2025-04-29 23:04:16.697000
56416,42,1,0,1,2025-04-29 23:04:16.697000
56419,20,1,0,1,2025-04-29 23:04:18.047000
56420,16,1,0,1,2025-04-29 23:04:16.697000
56421,34,1,0,1,2025-04-29 23:04:18.050000
56421,36,1,0,1,2025-04-29 23:04:18.050000
56421,38,1,0,1,2025-04-29 23:04:18.050000
56421,40,1,0,1,2025-04-29 23:04:18.050000
56422,40,1,0,1,2025-04-29 23:04:16.700000
56422,42,1,0,1,2025-04-29 23:04:16.700000
56422,50,1,0,1,2025-04-29 23:04:16.700000
56423,56,1,0,1,2025-04-29 23:04:16.700000
56423,59,1,0,1,2025-04-29 23:04:16.700000
56424,17,1,0,1,2025-04-29 23:04:20.593000
56424,19,1,0,1,2025-04-29 23:04:20.593000
56424,20,1,0,1,2025-04-29 23:04:20.593000
56425,15,1,0,1,2025-04-29 23:04:20.597000
56425,16,1,0,1,2025-04-29 23:04:20.597000
56431,6,1,0,1,2025-04-29 23:04:18.050000
56432,20,1,0,1,2025-04-29 23:04:18.050000
56432,22,1,0,1,2025-04-29 23:04:18.050000
56432,25,1,0,1,2025-04-29 23:04:18.050000
56433,80,1,150,1,2025-04-29 23:04:16.700000
56433,84,1,150,1,2025-04-29 23:04:16.700000
56433,85,1,150,1,2025-04-29 23:04:16.700000
56439,16,1,0,1,2025-04-29 23:04:20.597000
56439,18,1,0,1,2025-04-29 23:04:20.600000
56440,43,1,0,1,2025-04-29 23:04:16.703000
56440,44,1,0,1,2025-04-29 23:04:16.703000
56446,4,1,0,1,2025-04-29 23:04:17.677000
56447,5,1,0,1,2025-04-29 23:04:17.677000
56448,21,1,186,1,2025-04-29 23:04:20.600000
56448,22,1,186,1,2025-04-29 23:04:20.600000
56451,25,1,0,1,2025-04-29 23:04:20.600000
56451,26,1,0,1,2025-04-29 23:04:20.600000
56452,20,1,0,1,2025-04-29 23:04:20.600000
56452,21,1,0,1,2025-04-29 23:04:20.600000
56452,22,1,0,1,2025-04-29 23:04:20.600000
56453,11,1,0,1,2025-04-29 23:04:20.603000
56453,12,1,0,1,2025-04-29 23:04:20.603000
56454,11,1,0,1,2025-04-29 23:04:20.603000
56454,12,1,0,1,2025-04-29 23:04:20.603000
56455,11,1,0,1,2025-04-29 23:04:20.607000
56455,12,1,0,1,2025-04-29 23:04:20.607000
56456,24,1,0,1,2025-04-29 23:04:20.610000
56456,26,1,0,1,2025-04-29 23:04:20.610000
56456,28,1,0,1,2025-04-29 23:04:20.610000
56456,32,1,0,1,2025-04-29 23:04:20.610000
56457,13,1,0,1,2025-04-29 23:04:20.613000
56457,14,1,0,1,2025-04-29 23:04:20.613000
56457,15,1,0,1,2025-04-29 23:04:20.613000
56459,19,1,0,1,2025-04-29 23:04:20.613000
56459,25,1,0,1,2025-04-29 23:04:20.613000
56459,26,1,0,1,2025-04-29 23:04:20.613000
56459,28,1,0,1,2025-04-29 23:04:20.613000
56459,30,1,0,1,2025-04-29 23:04:20.613000
56460,13,1,0,1,2025-04-29 23:04:20.617000
56460,14,1,0,1,2025-04-29 23:04:20.617000
56461,23,1,0,1,2025-04-29 23:04:20.620000
56461,25,1,0,1,2025-04-29 23:04:20.620000
56461,26,1,0,1,2025-04-29 23:04:20.620000
56462,30,1,0,1,2025-04-29 23:04:20.620000
56462,32,1,0,1,2025-04-29 23:04:20.620000
56464,32,1,0,1,2025-04-29 23:04:20.623000
56464,34,1,0,1,2025-04-29 23:04:20.623000
56464,35,1,0,1,2025-04-29 23:04:20.623000
56465,15,1,0,1,2025-04-29 23:04:20.627000
56465,16,1,0,1,2025-04-29 23:04:20.627000
56467,12,1,0,1,2025-04-29 23:04:20.627000
56467,14,1,0,1,2025-04-29 23:04:20.627000
56471,17,1,0,1,2025-04-29 23:04:20.630000
56471,18,1,0,1,2025-04-29 23:04:20.630000
56472,20,1,0,1,2025-04-29 23:04:20.630000
56472,22,1,0,1,2025-04-29 23:04:20.630000
56472,23,1,0,1,2025-04-29 23:04:20.630000
56476,34,1,0,1,2025-04-30 17:18:52.810000
56476,35,1,0,1,2025-04-30 17:18:52.810000
56482,42,1,150,1,2025-04-29 23:04:15.473000
56482,48,1,150,1,2025-04-29 23:04:15.473000
56482,49,1,150,1,2025-04-29 23:04:15.473000
56491,25,1,0,1,2025-04-29 23:04:20.633000
56493,12,1,0,1,2025-04-29 23:04:20.637000
56493,13,1,0,1,2025-04-29 23:04:20.637000
56494,15,1,0,1,2025-04-29 23:04:20.637000
56494,17,1,0,1,2025-04-29 23:04:20.637000
56496,3,1,0,1,2025-04-29 23:04:20.640000
56497,20,1,0,1,2025-04-29 23:04:18.053000
56500,36,1,0,1,2025-04-29 23:04:20.640000
56500,38,1,0,1,2025-04-29 23:04:20.640000
56500,39,1,0,1,2025-04-29 23:04:20.640000
56502,8,1,0,1,2025-04-29 23:04:18.057000
56503,12,1,0,1,2025-04-29 23:04:18.060000
56505,37,1,0,1,2025-04-29 23:04:16.707000
56505,41,1,0,1,2025-04-29 23:04:16.707000
56514,22,1,0,1,2025-04-29 23:04:17.680000
56514,24,1,0,1,2025-04-29 23:04:17.680000
56514,25,1,0,1,2025-04-29 23:04:17.680000
56515,18,1,0,1,2025-04-29 23:04:17.683000
56515,20,1,0,1,2025-04-29 23:04:17.683000
56515,21,1,0,1,2025-04-29 23:04:17.683000
56518,26,1,372,1,2025-04-29 23:04:17.687000
56518,27,1,372,1,2025-04-29 23:04:17.687000
56518,28,1,372,1,2025-04-29 23:04:17.687000
56529,4,1,0,1,2025-04-29 23:04:20.373000
56531,19,1,0,1,2025-04-29 23:04:18.060000
56537,38,1,263,1,2025-04-29 23:04:20.013000
56537,40,1,263,1,2025-04-29 23:04:20.013000
56537,41,1,263,1,2025-04-29 23:04:20.013000
56538,24,1,0,1,2025-04-29 23:04:16.710000
56538,27,1,0,1,2025-04-29 23:04:16.710000
56541,40,1,333,1,2025-04-29 23:04:16.710000
56542,16,1,0,1,2025-04-29 23:04:16.713000
56542,18,1,0,1,2025-04-29 23:04:16.713000
56544,24,1,213,1,2025-04-29 23:04:18.800000
56544,24,2,9,1,2025-04-29 23:04:18.807000
56544,24,3,60,1,2025-04-29 23:04:18.810000
56544,24,4,239,1,2025-04-29 23:04:18.813000
56544,27,1,213,1,2025-04-29 23:04:18.800000
56544,27,2,9,1,2025-04-29 23:04:18.807000
56544,27,3,60,1,2025-04-29 23:04:18.810000
56544,27,4,239,1,2025-04-29 23:04:18.813000
56544,28,1,213,1,2025-04-29 23:04:18.800000
56544,28,2,9,1,2025-04-29 23:04:18.807000
56544,28,3,60,1,2025-04-29 23:04:18.810000
56544,28,4,239,1,2025-04-29 23:04:18.813000
56545,14,1,0,1,2025-04-29 23:04:18.063000
56548,17,1,0,1,2025-04-29 23:04:18.897000
56548,19,1,0,1,2025-04-29 23:04:18.897000
56548,20,1,0,1,2025-04-29 23:04:18.897000
56549,12,1,263,1,2025-04-29 23:04:19.777000
56549,12,2,60,1,2025-04-29 23:04:19.780000
56549,12,3,9,1,2025-04-29 23:04:19.787000
56549,13,1,263,1,2025-04-29 23:04:19.777000
56549,13,2,60,1,2025-04-29 23:04:19.780000
56549,13,3,9,1,2025-04-29 23:04:19.787000
56550,11,1,69,1,2025-04-29 23:04:19.867000
56550,12,1,69,1,2025-04-29 23:04:19.867000
56551,30,1,261,1,2025-04-29 23:04:20.257000
56551,33,1,261,1,2025-04-29 23:04:20.257000
56551,34,1,261,1,2025-04-29 23:04:20.257000
56558,75,1,0,1,2025-04-29 23:04:16.717000
56558,83,1,0,1,2025-04-29 23:04:16.717000
56558,86,1,0,1,2025-04-29 23:04:16.717000
56559,22,1,0,1,2025-04-29 23:04:18.063000
56559,26,1,0,1,2025-04-29 23:04:18.067000
56562,33,1,0,1,2025-04-29 23:04:18.067000
56565,16,1,0,1,2025-04-29 23:04:18.070000
56565,19,1,0,1,2025-04-29 23:04:18.070000
56565,20,1,0,1,2025-04-29 23:04:18.070000
56566,38,1,58,1,2025-04-29 23:04:19.800000
56566,38,2,240,1,2025-04-29 23:04:19.807000
56566,38,3,76,1,2025-04-29 23:04:19.810000
56566,38,4,22,1,2025-04-29 23:04:19.813000
56566,38,5,63,1,2025-04-29 23:04:19.817000
56566,38,6,175,1,2025-04-29 23:04:19.823000
56566,38,7,151,1,2025-04-29 23:04:19.823000
56566,38,8,94,1,2025-04-29 23:04:19.830000
56566,38,9,124,1,2025-04-29 23:04:19.833000
56566,38,10,354,1,2025-04-29 23:04:19.833000
56566,38,11,250,1,2025-04-29 23:04:19.840000
56566,38,12,315,1,2025-04-29 23:04:19.843000
56566,41,1,58,1,2025-04-29 23:04:19.800000
56566,41,2,240,1,2025-04-29 23:04:19.807000
56566,41,3,76,1,2025-04-29 23:04:19.810000
56566,41,4,22,1,2025-04-29 23:04:19.813000
56566,41,5,63,1,2025-04-29 23:04:19.817000
56566,41,6,175,1,2025-04-29 23:04:19.823000
56566,41,7,151,1,2025-04-29 23:04:19.823000
56566,41,8,94,1,2025-04-29 23:04:19.830000
56566,41,9,124,1,2025-04-29 23:04:19.833000
56566,41,10,354,1,2025-04-29 23:04:19.833000
56566,41,11,250,1,2025-04-29 23:04:19.840000
56566,41,12,315,1,2025-04-29 23:04:19.843000
56566,45,1,58,1,2025-04-29 23:04:19.800000
56566,45,2,240,1,2025-04-29 23:04:19.807000
56566,45,3,76,1,2025-04-29 23:04:19.810000
56566,45,4,22,1,2025-04-29 23:04:19.813000
56566,45,5,63,1,2025-04-29 23:04:19.817000
56566,45,6,175,1,2025-04-29 23:04:19.823000
56566,45,7,151,1,2025-04-29 23:04:19.823000
56566,45,8,94,1,2025-04-29 23:04:19.830000
56566,45,9,124,1,2025-04-29 23:04:19.833000
56566,45,10,354,1,2025-04-29 23:04:19.833000
56566,45,11,250,1,2025-04-29 23:04:19.840000
56566,45,12,315,1,2025-04-29 23:04:19.843000
56566,46,1,58,1,2025-04-29 23:04:19.800000
56566,46,2,240,1,2025-04-29 23:04:19.807000
56566,46,3,76,1,2025-04-29 23:04:19.810000
56566,46,4,22,1,2025-04-29 23:04:19.813000
56566,46,5,63,1,2025-04-29 23:04:19.817000
56566,46,6,175,1,2025-04-29 23:04:19.823000
56566,46,7,151,1,2025-04-29 23:04:19.823000
56566,46,8,94,1,2025-04-29 23:04:19.830000
56566,46,9,124,1,2025-04-29 23:04:19.833000
56566,46,10,354,1,2025-04-29 23:04:19.833000
56566,46,11,250,1,2025-04-29 23:04:19.840000
56566,46,12,315,1,2025-04-29 23:04:19.843000
56572,21,1,0,1,2025-04-29 23:04:17.690000
56572,22,1,0,1,2025-04-29 23:04:17.690000
56573,19,1,0,1,2025-04-29 23:04:17.690000
56573,20,1,0,1,2025-04-29 23:04:17.690000
56573,21,1,0,1,2025-04-29 23:04:17.690000
56580,28,1,0,1,2025-04-29 23:04:18.073000
56580,30,1,0,1,2025-04-29 23:04:18.073000
56584,14,1,0,1,2025-04-29 23:04:18.077000
56587,43,1,0,1,2025-04-29 23:04:16.720000
56587,48,1,0,1,2025-04-29 23:04:16.720000
56588,27,1,9,1,2025-04-29 23:04:19.580000
56588,27,2,60,1,2025-04-29 23:04:19.583000
56588,27,3,18,1,2025-04-29 23:04:19.587000
56588,32,1,9,1,2025-04-29 23:04:19.580000
56588,32,2,60,1,2025-04-29 23:04:19.583000
56588,32,3,18,1,2025-04-29 23:04:19.587000
56588,33,1,9,1,2025-04-29 23:04:19.580000
56588,33,2,60,1,2025-04-29 23:04:19.583000
56588,33,3,18,1,2025-04-29 23:04:19.587000
56594,13,1,0,1,2025-04-29 23:04:20.647000
56594,14,1,0,1,2025-04-29 23:04:20.647000
56602,39,1,0,1,2025-04-29 23:04:16.727000
56605,15,1,0,1,2025-04-29 23:04:18.077000
56605,19,1,0,1,2025-04-29 23:04:18.080000
56605,22,1,0,1,2025-12-11 13:22:08.940000
56606,21,1,0,1,2025-04-29 23:04:18.080000
56606,22,1,0,1,2025-04-29 23:04:18.080000
56607,16,1,0,1,2025-04-29 23:04:18.080000
56607,19,1,0,1,2025-04-29 23:04:18.083000
56609,17,1,0,1,2025-04-29 23:04:18.720000
56609,18,1,0,1,2025-04-29 23:04:18.720000
56610,13,1,0,1,2025-04-29 23:04:18.083000
56611,9,1,0,1,2025-04-29 23:04:18.087000
56611,15,1,0,1,2025-04-29 23:04:18.090000
56612,30,1,0,1,2025-04-29 23:04:18.090000
56612,33,1,0,1,2025-04-29 23:04:18.090000
56612,35,1,0,1,2025-04-29 23:04:18.090000
56613,14,1,0,1,2025-04-29 23:04:18.090000
56613,17,1,0,1,2025-04-29 23:04:18.090000
56614,23,1,0,1,2025-04-29 23:04:18.093000
56615,31,1,0,1,2025-04-29 23:04:16.727000
56615,36,1,0,1,2025-04-29 23:04:16.730000
56616,11,1,0,1,2025-04-29 23:04:18.093000
56617,25,1,0,1,2025-04-29 23:04:18.903000
56617,26,1,0,1,2025-04-29 23:04:18.903000
56619,30,1,0,1,2025-04-29 23:04:18.093000
56619,33,1,0,1,2025-04-29 23:04:18.093000
56621,23,1,0,1,2025-04-29 23:04:18.097000
56621,26,1,0,1,2025-04-29 23:04:18.097000
56625,35,1,0,1,2025-04-29 23:04:18.097000
56625,36,1,0,1,2025-04-29 23:04:18.097000
56631,19,1,0,1,2025-04-29 23:04:16.730000
56632,29,1,0,1,2025-04-29 23:04:18.100000
56632,31,1,0,1,2025-04-29 23:04:18.100000
56633,47,1,0,1,2025-04-29 23:04:16.730000
56635,2,1,0,1,2025-04-29 23:04:20.873000
56636,18,1,0,1,2025-04-29 23:04:20.873000
56636,20,1,0,1,2025-04-29 23:04:20.873000
56638,37,1,0,1,2025-04-29 23:04:15.473000
56639,18,1,0,1,2025-04-29 23:04:18.100000
56639,20,1,0,1,2025-04-29 23:04:18.100000
56640,16,1,0,1,2025-04-29 23:04:16.730000
56641,16,1,0,1,2025-04-29 23:04:18.100000
56641,18,1,0,1,2025-04-29 23:04:18.100000
56642,47,1,0,1,2025-04-29 23:04:16.733000
56644,22,1,0,1,2025-04-29 23:04:15.473000
56644,29,1,0,1,2025-04-29 23:04:15.473000
56645,48,1,0,1,2025-04-29 23:04:16.733000
56646,21,1,0,1,2025-04-29 23:04:18.103000
56646,23,1,0,1,2025-04-29 23:04:18.103000
56646,24,1,0,1,2025-04-29 23:04:18.103000
56647,32,1,0,1,2025-04-29 23:04:15.477000
56648,19,1,0,1,2025-04-29 23:04:18.103000
56651,36,1,223,1,2025-04-29 23:04:15.477000
56653,15,1,0,1,2025-04-29 23:04:16.737000
56658,32,1,0,1,2025-04-29 23:04:18.107000
56658,36,1,0,1,2025-04-29 23:04:18.107000
56658,38,1,0,1,2025-04-29 23:04:18.107000
56658,42,1,0,1,2025-04-29 23:04:18.107000
56666,19,1,156,1,2025-04-29 23:04:15.480000
56666,19,2,55,1,2025-04-29 23:04:15.480000
56666,19,3,194,1,2025-04-29 23:04:15.483000
56669,16,1,0,1,2025-04-29 23:04:18.107000
56670,58,1,0,1,2025-04-29 23:04:16.740000
56670,61,1,0,1,2025-04-29 23:04:16.740000
56672,16,1,0,1,2025-04-29 23:04:16.740000
56673,14,1,0,1,2025-04-29 23:04:18.110000
56674,11,1,0,1,2025-04-29 23:04:18.110000
56675,25,1,0,1,2025-04-29 23:04:18.110000
56679,9,1,0,1,2025-04-29 23:04:18.110000
56680,37,1,0,1,2025-04-29 23:04:18.113000
56680,40,1,0,1,2025-04-29 23:04:18.117000
56680,44,1,0,1,2025-04-29 23:04:18.117000
56681,34,1,223,1,2025-04-29 23:04:16.743000
56682,46,1,0,1,2025-04-29 23:04:16.743000
56682,49,1,0,1,2025-04-29 23:04:16.743000
56684,13,1,0,1,2025-04-29 23:04:18.117000
56684,16,1,0,1,2025-04-29 23:04:18.117000
56684,17,1,0,1,2025-04-29 23:04:18.117000
56685,17,1,0,1,2025-04-29 23:04:18.120000
56686,16,1,0,1,2025-04-29 23:04:18.120000
56688,7,1,0,1,2025-04-29 23:04:19.660000
56690,17,1,0,1,2025-04-29 23:04:18.123000
56690,18,1,0,1,2025-04-29 23:04:18.123000
56691,26,1,0,1,2025-04-29 23:04:18.123000
56691,28,1,0,1,2025-04-29 23:04:18.127000
56692,16,1,0,1,2025-04-29 23:04:20.653000
56692,17,1,0,1,2025-04-29 23:04:20.653000
56692,18,1,0,1,2025-04-29 23:04:20.653000
56692,19,1,0,1,2025-04-29 23:04:20.653000
56695,21,1,0,1,2025-04-29 23:04:18.127000
56695,24,1,0,1,2025-04-29 23:04:18.130000
56696,33,1,131,1,2025-04-29 23:04:20.653000
56696,34,1,131,3,2025-05-02 14:51:34.600000
56696,35,1,131,3,2025-05-02 14:51:34.600000
56696,43,1,131,3,2025-05-02 14:51:34.600000
56697,40,1,165,1,2025-04-29 23:04:20.663000
56697,40,2,212,1,2025-04-29 23:04:20.667000
56697,40,3,263,1,2025-04-29 23:04:20.667000
56697,41,1,263,3,2025-05-02 14:52:18.337000
56697,41,2,212,1,2025-05-02 14:52:41.287000
56697,41,3,165,1,2025-05-02 14:53:05.867000
56697,43,1,263,3,2025-05-02 14:52:18.337000
56697,43,2,212,1,2025-05-02 14:52:41.287000
56697,43,3,165,1,2025-05-02 14:53:05.867000
56697,44,1,263,3,2025-05-02 14:52:18.337000
56697,44,2,212,1,2025-05-02 14:52:41.287000
56697,44,3,165,1,2025-05-02 14:53:05.867000
56703,17,1,0,1,2025-04-29 23:04:18.130000
56704,10,1,81,1,2025-04-29 23:04:15.490000
56717,30,1,0,1,2025-04-29 23:04:18.130000
56717,31,1,0,1,2025-04-29 23:04:18.130000
56717,35,1,0,1,2025-04-29 23:04:18.130000
56718,31,1,0,1,2025-04-29 23:04:18.130000
56718,33,1,0,1,2025-04-29 23:04:18.130000
56718,36,1,0,1,2025-04-29 23:04:18.130000
56718,39,1,0,1,2025-04-29 23:04:18.130000
56722,20,1,0,1,2025-04-29 23:04:16.747000
56722,23,1,0,1,2025-04-29 23:04:16.747000
56724,5,1,0,1,2025-04-29 23:04:18.133000
56726,36,1,56,1,2025-04-29 23:04:19.790000
56726,36,2,213,1,2025-04-29 23:04:19.790000
56726,36,3,60,1,2025-04-29 23:04:19.797000
56726,42,1,56,1,2025-04-29 23:04:19.790000
56726,42,2,213,1,2025-04-29 23:04:19.790000
56726,42,3,60,1,2025-04-29 23:04:19.797000
56726,43,1,56,1,2025-04-29 23:04:19.790000
56726,43,2,213,1,2025-04-29 23:04:19.790000
56726,43,3,60,1,2025-04-29 23:04:19.797000
56727,18,1,0,1,2025-04-29 23:04:18.133000
56727,21,1,0,1,2025-04-29 23:04:18.137000
56729,20,1,0,1,2025-04-29 23:04:18.137000
56729,21,1,0,1,2025-04-29 23:04:18.137000
56730,22,1,0,1,2025-04-29 23:04:18.137000
56730,23,1,0,1,2025-04-29 23:04:18.137000
56730,27,1,0,1,2025-04-29 23:04:18.137000
56731,16,1,0,1,2025-04-29 23:04:18.140000
56732,15,1,0,1,2025-04-29 23:04:18.140000
56736,4,1,0,1,2025-04-29 23:04:20.477000
56737,30,1,176,1,2025-04-29 23:04:18.790000
56737,31,1,176,1,2025-04-29 23:04:18.790000
56742,3,1,0,1,2025-04-29 23:04:20.340000
56743,22,1,0,1,2025-04-29 23:04:18.797000
56743,25,1,0,1,2025-04-29 23:04:18.797000
56743,26,1,0,1,2025-04-29 23:04:18.797000
56747,28,1,177,1,2025-04-29 23:04:19.473000
56747,28,2,178,1,2025-04-29 23:04:19.480000
56747,29,1,177,1,2025-04-29 23:04:19.473000
56747,29,2,178,1,2025-04-29 23:04:19.480000
56748,27,1,0,1,2025-04-29 23:04:18.143000
56748,28,1,0,1,2025-04-29 23:04:18.143000
56748,29,1,0,1,2025-04-29 23:04:18.143000
56748,31,1,0,1,2025-04-29 23:04:18.143000
56754,4,1,0,1,2025-04-29 23:04:18.143000
56756,20,1,0,1,2025-04-29 23:04:18.147000
56758,58,1,263,1,2025-04-29 23:04:19.720000
56758,61,1,263,1,2025-04-29 23:04:19.720000
56758,62,1,263,1,2025-04-29 23:04:19.720000
56766,21,1,0,1,2025-04-29 23:04:19.383000
56766,24,1,0,1,2025-04-29 23:04:19.383000
56766,25,1,0,1,2025-04-29 23:04:19.383000
56767,20,1,0,1,2025-04-29 23:04:19.203000
56767,25,1,0,1,2025-04-29 23:04:19.203000
56767,28,1,0,1,2025-04-29 23:04:19.203000
56767,29,1,0,1,2025-04-29 23:04:19.203000
56769,14,1,0,1,2025-04-29 23:04:18.147000
56769,18,1,0,1,2025-04-29 23:04:18.150000
56771,25,1,0,1,2025-04-29 23:04:18.150000
56773,25,1,0,1,2025-04-29 23:04:16.747000
56773,30,1,0,1,2025-04-29 23:04:16.747000
56774,18,1,0,1,2025-04-29 23:04:18.150000
56774,22,1,0,1,2025-04-29 23:04:18.153000
56775,23,1,0,1,2025-04-29 23:04:18.153000
56775,24,1,0,1,2025-04-29 23:04:18.153000
56777,12,1,0,1,2025-04-29 23:04:18.153000
56777,16,1,0,1,2025-04-29 23:04:18.153000
56779,16,1,0,1,2025-04-29 23:04:20.670000
56779,18,1,0,1,2025-04-29 23:04:20.670000
56779,20,1,0,1,2025-04-29 23:04:20.670000
56779,22,1,0,1,2025-04-29 23:04:20.670000
56779,25,1,0,1,2025-04-29 23:04:20.670000
56781,34,1,263,1,2025-04-29 23:04:20.190000
56781,36,1,263,1,2025-04-29 23:04:20.190000
56781,38,1,263,1,2025-04-29 23:04:20.190000
56781,39,1,263,1,2025-04-29 23:04:20.190000
56783,3,1,0,1,2025-04-29 23:04:20.433000
56784,18,1,0,1,2025-04-29 23:04:18.157000
56786,46,1,158,1,2025-04-29 23:04:16.750000
56786,50,1,158,1,2025-04-29 23:04:16.750000
56786,62,1,158,1,2025-04-29 23:04:16.750000
56786,67,1,158,1,2025-04-29 23:04:16.750000
56786,71,1,158,1,2025-04-29 23:04:16.750000
56786,73,1,158,1,2025-04-29 23:04:16.750000
56786,77,1,158,1,2025-04-29 23:04:16.750000
56787,23,1,263,1,2025-04-29 23:04:19.723000
56787,24,1,263,1,2025-04-29 23:04:19.723000
56792,11,1,0,1,2025-04-29 23:04:18.157000
56793,34,1,372,1,2025-04-29 23:04:19.113000
56793,34,2,198,1,2025-04-29 23:04:19.120000
56793,35,1,372,1,2025-04-29 23:04:19.113000
56793,35,2,198,1,2025-04-29 23:04:19.120000
56795,34,1,322,1,2019-12-10 13:24:10.773000
56796,26,1,0,1,2025-04-29 23:04:16.753000
56796,31,1,0,1,2025-04-29 23:04:16.753000
56797,11,1,0,1,2025-04-29 23:04:18.997000
56797,14,1,0,1,2025-07-12 22:54:03.283000
56797,17,1,0,1,2025-07-12 22:54:03.283000
56797,18,1,0,1,2025-07-12 22:54:03.283000
56798,28,1,0,1,2025-04-29 23:04:20.670000
56798,29,1,0,1,2025-04-29 23:04:20.670000
56799,23,1,0,1,2025-04-29 23:04:20.670000
56799,26,1,0,1,2025-04-29 23:04:20.670000
56799,27,1,0,1,2025-04-29 23:04:20.670000
56799,29,1,0,1,2025-04-29 23:04:20.670000
56802,15,1,0,1,2025-04-29 23:04:20.673000
56802,17,1,0,1,2025-04-29 23:04:20.673000
56802,18,1,0,1,2025-04-29 23:04:20.673000
56805,37,1,0,1,2025-04-29 23:04:16.757000
56805,41,1,0,1,2025-04-29 23:04:16.757000
56808,14,1,0,1,2025-04-29 23:04:20.673000
56808,15,1,0,1,2025-04-29 23:04:20.673000
56809,18,1,0,1,2025-04-29 23:04:20.673000
56809,20,1,0,1,2025-04-29 23:04:20.677000
56811,11,1,0,1,2025-04-29 23:04:20.677000
56811,12,1,0,1,2025-04-29 23:04:20.677000
56811,13,1,0,1,2025-04-29 23:04:20.677000
56816,15,1,0,1,2025-04-29 23:04:20.680000
56816,16,1,0,1,2025-04-29 23:04:20.680000
