article_id,article_version,hcpc_code_group,paragraph,last_updated
58218,17,1,,2025-12-26 23:52:21.730000
58223,22,1,<p>N/A</p>,2026-03-18 13:41:37.383000
58227,20,1,"<p><strong><span style=""line-height: 115%;"">Note: </span></strong><span style=""line-height: 115%;"">Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.<strong> </strong></span></p>",2026-02-23 13:14:49.823000
58243,7,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-01-23 13:54:24.763000
58250,19,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-01-23 14:14:12.617000
58250,19,2,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-01-23 14:14:12.667000
58264,8,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-01-23 13:55:23.337000
58275,9,1,<p>N/A</p>,2022-07-01 17:29:40.307000
58277,13,1,<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT<strong><sup>&reg;</sup></strong> codes in their CPT<strong><sup>&reg;</sup></strong> book.</p>,2025-04-09 14:29:57.037000
58282,14,1,"<p><span style=""line-height: 115%;"">The following CPT<sup>&reg;</sup>/HCPCS codes are noncovered:</span></p>",2026-07-13 15:33:56.887000
58287,5,1,"<p><span style=""line-height: 115%;"">Covered</span></p>",2021-12-29 15:47:22.197000
58294,8,1,,2026-07-14 22:42:59.067000
58308,18,1,<p>The use of 81403 does not automatically imply coverage</p>,2024-09-04 13:37:23.237000
58308,18,2,<p>These codes are non-covered</p>,2024-09-04 13:37:23.247000
58318,65,1,<p>CPT<sup>&reg;</sup> code 81479 is used to describe multi-gene panels and single genes not otherwise classified.</p>,2026-07-24 12:45:43.183000
58321,7,1,"<p><strong><span style=""line-height: 115%;"">Note: </span></strong><span style=""line-height: 115%;"">Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> book.</span></p>",2021-12-21 15:13:33.260000
58324,35,1,<p>CPT<sup>&reg;</sup> code 81479 is used to describe multi-gene panels and single genes not otherwise classified.</p>,2025-11-03 14:14:04.643000
58343,11,1,,2022-01-28 16:21:56.960000
58350,24,1,<p>N/A</p>,2026-05-15 13:00:17.923000
58350,24,2,"<p>The following CPT/HCPCS codes are non-covered*:</p>
<p>*This is not an inclusive list of non-covered codes.</p>
<p><span style=""font-size: 10.5pt; font-family: 'Verdana',sans-serif;"">*<strong>Note</strong>: 64492 or 64495 describes a third and additional levels and should be listed separately in addition to the code for the primary procedure and the second level procedure and cannot be reported more than once per day. 64492 should be reported in conjunction with 64490/64491 and 64495 should be reported in conjunction with 64493/64494. Codes 64492 and 64495 will only be covered upon appeal if sufficient documentation of medical necessity is present.</span></p>",2026-05-15 13:00:17.993000
58354,15,1,,2026-01-27 16:42:09.703000
58359,13,1,<p>N/A</p>,2025-08-29 16:26:45.277000
58362,10,1,"<p><span style=""line-height: 115%;"">Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</span></p>",2023-11-08 14:12:36.550000
58364,39,1,<p>N/A</p>,2026-07-17 13:58:20.960000
58364,39,2,"<p style=""line-height: 9.95pt;"">The following CPT/HCPCS codes are non-covered*:</p>
<p style=""line-height: 9.95pt;"">* this is not an inclusive list of non-covered codes</p>
<p style=""line-height: 9.95pt;"">*Note: 64492 or 64495 describes a third and additional levels and should be listed separately in addition to the code for the primary procedure and the second level procedure and cannot be reported more than once per day. 64492 should be reported in conjunction with 64490/64491 and 64495 should be reported in conjunction with 64493/64494. Codes 64492 and 64495 will only be covered upon appeal if sufficient documentation of medical necessity is present.</p>
<p>&#160;</p>",2026-07-17 13:58:20.987000
58367,6,1,,2021-12-28 21:23:47.777000
58371,12,1,,2023-12-13 11:56:18.740000
58376,67,1,"<p><strong><span style=""line-height: 115%;"">This group includes NGS-based MRD tests for the purpose of diagnosing disease progression, recurrence, or relapse.&nbsp;</span></strong></p>
<p><span style=""background: white; line-height: 115%;"">If no relevant CPT<sup>&reg;</sup> code exists for the test submitted, you may bill with the NOC code 81479.</span></p>",2026-07-28 16:15:29.917000
58376,67,2,"<p><span style=""background-color: #ffffff;""><strong>This group includes tests for monitoring the response to immune-checkpoint inhibitor (ICI) therapy.&nbsp;</strong></span></p>",2026-07-28 16:15:29.933000
58376,67,3,"<p><p style=""line-height: 98%;""><strong><span style=""line-height: 98%;"">This group includes MRD tests that do not use NGS for the purpose of diagnosing disease progression, recurrence, or relapse.</span></strong></p></p>",2026-07-28 16:15:29.943000
58392,13,1,"<p><span style=""font-size: 10.5pt; line-height: 115%; font-family: 'Verdana',sans-serif;"">68841 MUST be billed in association with 1 of the CPT<sup>&reg;</sup> codes identified in this section.</span></p>",2024-12-17 19:38:02.470000
58395,44,1,<p>CPT<sup>&#174;</sup> code 81479 is used to describe multi-gene panels and single genes not otherwise classified.</p>,2026-07-24 12:00:15.790000
58403,27,1,<p>N/A</p>,2026-05-12 13:14:35.980000
58403,27,2,"<p><span style=""line-height: 107%;"">The following CPT/HCPCS codes are non-covered*: </span></p>
<p style=""line-height: 9.95pt;"">* this is not an inclusive list of non-covered codes.</p>
<p>*<strong>Note</strong>: 64492 or 64495 describes a third and additional levels and should be listed separately in addition to the code for the primary procedure and the second level procedure and cannot be reported more than once per day. 64492 should be reported in conjunction with 64490/64491 and 64495 should be reported in conjunction with 64493/64494. Codes 64492 and 64495 will only be covered upon appeal if sufficient documentation of medical necessity is present.</p>
<p><span style=""line-height: 107%;"">&nbsp;</span></p>",2026-05-12 13:14:36.317000
58406,26,1,,2026-01-20 13:09:53.620000
58410,9,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2022-01-14 13:55:22.227000
58414,11,1,<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2022-01-14 13:47:59.600000
58423,48,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the HCPCS codes in their HCPCS book.</p>,2025-12-05 14:35:37.390000
58423,48,2,<p>N/A</p>,2025-12-05 14:35:37.420000
58423,48,3,<p>N/A</p>,2025-12-05 14:35:37.440000
58423,48,4,<p>N/A</p>,2025-12-05 14:35:37.450000
58423,48,5,<p>N/A</p>,2025-12-05 14:35:37.460000
58428,29,1,"<p><br /><strong>Colonoscopy</strong></p>
<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2026-04-02 15:09:07.660000
58434,34,1,"<p><strong><span style=""line-height: 115%;"">This group includes NGS-based MRD tests for the purpose of diagnosing disease progression, recurrence, or relapse.&nbsp;</span></strong></p>
<p><span style=""background: white; line-height: 115%;"">If no relevant CPT<sup>&reg;</sup> code exists for the test submitted, you may bill with the NOC code 81479.</span></p>",2026-03-06 14:02:52.387000
58434,34,2,"<p><span style=""background-color: #ffffff;""><strong>This group includes tests for monitoring the response to immune-checkpoint inhibitor (ICI) therapy.&nbsp;</strong></span></p>",2026-03-06 14:02:52.410000
58434,34,3,"<p><p style=""line-height: 98%;""><strong><span style=""line-height: 98%;"">This group includes MRD tests that do not use NGS for the purpose of diagnosing disease progression, recurrence, or relapse.</span></strong></p></p>",2026-03-06 14:02:52.420000
58436,13,1,"<p><strong><span style=""color: #212529; font-family: Verdana;"">Note</span></strong><span style=""text-align: left; color: #212529; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Verdana, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; -webkit-text-stroke-width: 0px; font-variant-ligatures: normal; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;"">: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</span></p>",2025-09-04 18:54:29.830000
58454,50,1,"<p><strong>This group includes NGS-based MRD tests for the purpose of diagnosing disease progression, recurrence, or relapse. </strong></p>
<p>If no relevant CPT&#174; code exists for the test submitted, you may bill with the NOC code 81479.</p>",2026-07-28 13:12:31.663000
58454,50,2,<p><strong>This group includes tests for monitoring the response to immune-checkpoint inhibitor (ICI) therapy. </strong></p>,2026-07-28 13:12:31.680000
58454,50,3,"<p><p style=""line-height: 98%;""><strong><span style=""line-height: 98%;"">This group includes MRD tests that do not use NGS for the purpose of diagnosing disease progression, recurrence, or relapse.</span></strong></p></p>",2026-07-28 13:12:31.690000
58468,41,1,"<p><strong>This group includes NGS-based MRD tests for the purpose of diagnosing disease progression, recurrence, or relapse.</strong></p>
<p>If no relevant CPT<sup>&#174;</sup> codes exist for the test submitted, you may bill with the NOC code 81479.</p>",2026-07-31 11:43:52.697000
58468,41,2,<p><strong>This group includes tests for monitoring the response to immune-checkpoint inhibitor (ICI) therapy.</strong></p>,2026-07-31 11:43:52.717000
58468,41,3,"<p><strong>This group includes MRD tests that do not use NGS for the purpose of diagnosing disease progression, recurrence, or relapse.</strong></p>",2026-07-31 11:43:52.730000
58471,10,1,,2023-02-15 13:42:16.470000
58473,11,1,,2026-04-30 14:11:01.423000
58477,22,1,,2026-05-21 14:03:05.250000
58477,22,2,"<p>The following CPT/HCPCS codes are non-covered*:</p>
<p>* This is not an inclusive list of non-covered codes</p>
<p>*Note: 64492 or 64495 describes a third and additional levels and should be listed separately in addition to the code for the primary procedure and the second level procedure and cannot be reported more than once per day. 64492 should be reported in conjunction with 64490/64491 and 64495 should be reported in conjunction with 64493/64494. Codes 64492 and 64495 will only be covered upon appeal if sufficient documentation of medical necessity is present.</p>",2026-05-21 14:03:05.277000
58503,12,1,"<p><span style=""line-height: 115%;"">The Category III CPT<sup>&reg;</sup> code 0439T is an add-on code for CPT<sup>&reg;</sup> codes 93306, 93307, 93308, 93350 and 93351.</span></p>",2023-08-22 15:20:42.757000
58503,12,2,,2023-08-22 15:20:42.767000
58503,12,3,,2023-08-22 15:20:42.777000
58559,42,1,,2026-07-31 14:24:56.103000
58565,52,1,<p>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-08-04 19:42:56.107000
58573,13,1,"<p><strong>Dermabrasion</strong></p>
<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2026-02-06 13:52:48.350000
58573,13,2,"<p><strong>Abdominal Lipectomy/Panniculectomy</strong></p>
<p><strong>Note:</strong> <strong>CPT code 15847 </strong>is an add-on code that can only be used in conjunction with <strong>CPT code 15830</strong>.</p>",2026-02-06 13:52:48.373000
58573,13,3,<p><strong>Reconstructive Breast Surgery: Removal of Breast Implants</strong></p>,2026-02-06 13:52:48.417000
58573,13,4,<p><strong>Reduction Mammaplasty</strong></p>,2026-02-06 13:52:48.570000
58573,13,5,"<p><strong>Mastectomy for Gynecomastia</strong></p>
<p>Liposuction or ultrasonically assisted liposuction (<strong>15877</strong> suction assisted lipectomy; trunk) used for the treatment of gynecomastia is considered integral to the primary procedure and not covered.</p>",2026-02-06 13:52:48.583000
58573,13,6,"<p><strong>Rhinoplasty/Nasal Reconstructive Surgery</strong></p>
<p>The following CPT codes associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: <strong>20912, 21210, </strong>or<strong> 21235</strong>.</p>",2026-02-06 13:52:48.610000
58575,38,1,<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-01-23 14:10:48.833000
58575,38,2,<p>These codes are non-covered.</p>,2026-01-23 14:10:48.850000
58577,33,1,<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-01-23 14:18:05.310000
58577,33,2,<p>These codes are non-covered.</p>,2026-01-23 14:18:05.330000
58582,20,1,<p>N/A</p>,2026-07-27 16:51:59.797000
58592,19,1,<p><strong><br />Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-09-26 14:06:34.050000
58592,19,2,<p><strong><br />Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-09-26 14:06:34.077000
58609,7,1,"<p><span style=""line-height: 115%;"">The following CPT<sup>&reg;</sup>/HCPCS codes are noncovered:</span></p>",2026-07-14 22:43:02.520000
58641,4,1,,2021-02-10 21:01:14.080000
58649,13,1,<p>58999</p>,2026-07-16 16:30:41.960000
58650,4,1,,2021-04-13 12:53:26.583000
58652,29,1,<p>Single genes and solid tumor panels</p>,2026-07-28 16:14:05.503000
58652,29,2,<p>Hematologic neoplasm panels</p>,2026-07-28 16:14:05.570000
58652,29,3,<p>These code(s) are non-covered.</p>,2026-07-28 16:14:05.577000
58656,9,1,,2026-07-14 22:43:03.757000
58656,9,2,<p>The following CPT and PLA codes will be rejected as extra-jurisdictional.</p>,2026-07-14 22:43:03.757000
58664,9,1,,2024-04-04 12:36:19.717000
58673,8,1,<p>N/A</p>,2026-02-09 16:51:08.443000
58677,5,1,,2023-11-07 12:39:48.663000
58679,38,1,<p>Single genes and solid tumor panels</p>,2026-08-07 16:28:45.170000
58679,38,2,<p>Hematologic neoplasm panels</p>,2026-08-07 16:28:45.223000
58679,38,3,"<p><!&mdash;&mdash;&mdash;&mdash;StartFragment &mdash;&mdash;&mdash;&mdash;></p>
<p class=""pf0""><span class=""cf0"">These code(s) are non-covered.</span></p>
<p><!&mdash;&mdash;&mdash;&mdash;EndFragment &mdash;&mdash;&mdash;&mdash;></p>",2026-08-07 16:28:45.237000
58689,6,1,,2023-09-19 13:22:32.477000
58695,11,1,"<p><p style=""line-height: normal;"">Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> book.</p></p>",2025-01-13 16:08:10.710000
58695,11,2,"<p><p style=""line-height: normal;"">These codes are not medically reasonable and necessary for pain management procedures.</p></p>",2025-01-13 16:08:10.740000
58700,17,1,"<p><span style=""line-height: 115%;"">The following tests may be billed in the post-biopsy setting (after a negative or non-malignant biopsy, as defined in the policy) for individuals contemplating a repeat biopsy:</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<ul>
<li><span style=""line-height: 115%;""> </span><span style=""line-height: 115%;"">Progensa PCA3 assay (CPT 81313), performed on post-digital rectal exam (DRE) urine specimens </span></li>
<li><span style=""line-height: 115%;""> </span><span style=""line-height: 115%;"">ConfirmMDx assay (CPT 81551), performed on formalin-fixed, paraffin embedded (FFPE) tissue specimens</span></li>
<li>MyProstate Score 2.0 (MPS 2.0) (PLA 0403U), performed on first catch urine specimens</li>
<li>ExoDX Prostate assay (PLA 0005U), performed on non-DRE urine specimens</li>
</ul>
<p>&#160;</p>",2026-06-16 16:16:29.840000
58700,17,2,"<p>The following test may be billed in the pre-biopsy setting as defined in the policy:</p>
<ul>
<li>SelectMDx assay (PLA 0339U), performed on post-digital rectal exam (DRE) urine specimens</li>
<li>MyProstate Score 2.0 (MPS 2.0) (PLA 0403U), performed on first catch urine specimens</li>
<li>ExoDX Prostate assay (PLA 0005U), performed on non-DRE urine specimens</li>
</ul>",2026-06-16 16:16:29.933000
58706,12,1,,2023-11-08 14:53:39.933000
58710,92,1,"<p><strong><span style=""line-height: 115%;"">Targeted Respiratory Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">These codes are covered under limited circumstances. </span></p>",2026-07-28 16:14:49.470000
58710,92,2,"<p><strong><span style=""line-height: 115%;"">Targeted Gastrointestinal</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">This code is covered under limited circumstances. </span></p>",2026-07-28 16:14:49.490000
58710,92,3,"<p><strong><span style=""line-height: 115%;"">Meningoencephalitis</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">This code is covered under limited circumstances. </span></p>",2026-07-28 16:14:49.497000
58710,92,4,"<p><strong><span style=""line-height: 115%;"">Bloodstream Infection</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">This code is covered under limited circumstances. </span></p>",2026-07-28 16:14:49.503000
58710,92,5,"<p><strong><span style=""line-height: 115%;"">Urogenital/Anogenital</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">These codes are covered under limited circumstances. </span></p>",2026-07-28 16:14:49.517000
58710,92,6,"<p><strong><span style=""line-height: 115%;"">Expanded Respiratory and Pneumonia Panels: </span></strong></p>
<p><strong><span style=""line-height: 115%;""> </span></strong></p>
<p><span style=""line-height: 115%;"">Covered under limited circumstances. Per policy, these codes are covered in beneficiaries with serious or critical illness or at imminent risk of becoming seriously or critically ill, immunodeficiency, and/or severe underlying condition contributory to testing using an expanded syndromic panel.&nbsp;</span></p>
<p style=""line-height: 121%; padding-left: 40px;"">Testing is billed according to 1 of the following:</p>
<p style=""line-height: 121%; padding-left: 80px;"">(a) Places of service (POS) 19, 21, 22, 23, OR</p>
<p style=""line-height: 121%; padding-left: 80px;"">(b) The test is ordered as follows (<strong>for healthcare POS other than those listed in (a)</strong>):</p>
<p style=""line-height: 121%; padding-left: 120px;"">(1) <strong>For immune-competent beneficiaries</strong>, the test must be ordered by an Infectious Disease Specialist or&nbsp;Pulmonologist who is diagnosing and treating the beneficiary.</p>
<p style=""line-height: 121%; padding-left: 120px;"">(2)<strong> For immune-compromised beneficiaries</strong>, the test must be ordered by a clinician specialist in 1 of the following: Infectious Diseases, Oncology, Transplant (for any panel), or Pulmonologist who is diagnosing and treating the beneficiary.</p>
<p style=""line-height: 121%; padding-left: 120px;"">(3) Regarding (1) and (2), An exception may be made in geographic locations where the specialist(s) cannot be reasonably reached by the beneficiary, and the ordering provider is located closer to the beneficiary&rsquo;s place of residence than the nearest specialist. We would generally expect that beneficiaries for whom the test is ordered under this exception to be living in rural locations, islands, or some other location where access to care is limited.</p>
<p style=""line-height: 121%; padding-left: 120px;"">(4) For testing in POS other than POS 19, 21, 22, or 23, to bill one of the Group 6 CPT codes,&nbsp;<strong>TWO</strong> ICD-10 codes are required-one from Group 6 and another from Group 1.</p>",2026-07-28 16:14:49.547000
58710,92,7,"<p><strong><span style=""line-height: 115%;"">Expanded Gastrointestinal Panels:</span></strong><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">Covered under limited circumstances. Per policy, these codes are covered in beneficiaries with serious or critical illness or at imminent risk of becoming seriously or critically ill, immunodeficiency, and/or severe underlying condition contributory to testing using an expanded syndromic panel. </span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p style=""line-height: 121%; padding-left: 40px;"">(a) Places of service (POS) 19, 21, 22, 23, OR</p>
<p style=""line-height: 121%; padding-left: 40px;"">(b) The test is ordered as follows (<strong>for healthcare POS other than those listed in (a)</strong>):</p>
<p style=""line-height: 121%; padding-left: 80px;"">(1) <strong>For immune-competent beneficiaries</strong>, the test must be ordered by an Infectious Disease Specialist or Gastroenterologist who is diagnosing and treating the beneficiary.</p>
<p style=""line-height: 121%; padding-left: 80px;"">(2)<strong> For immune-compromised beneficiaries</strong>, the test must be ordered by a clinician specialist in 1 of the following: Infectious Diseases, Oncology, Transplant (for any panel), or Gastroenterologist who is diagnosing and treating the beneficiary.</p>
<p style=""padding-left: 80px;""><span style=""line-height: 115%;"">(3) Regarding (1) and (2), An exception may be made in geographic locations where the specialist(s) cannot be reasonably reached by the beneficiary, and the ordering provider is located closer to the beneficiary&rsquo;s place of residence than the nearest specialist. We would generally expect that beneficiaries for whom the test is ordered under this exception to be living in rural locations, islands, or some other location where access to care is limited.</span></p>
<p style=""padding-left: 80px;""><span style=""line-height: 115%;"">(4) For testing in POS other than POS 19, 21, 22, or 23, to bill one of the Group 7 CPT codes,&nbsp;<strong>TWO&nbsp;</strong>ICD-10 codes are required-one from Group 7 and another from Group 2.</span></p>",2026-07-28 16:14:49.577000
58710,92,8,"<p><strong>Conditionally Non-covered CPT codes:</strong></p>
<p>The following CPT codes are NOT covered for a given beneficiary on the same DOS when <strong>&gt;1</strong> is billed in combination with another CPT or PLA code from Groups 1-7 <em>for the same intended use.</em></p>
<p>Additionally, the following CPT codes are NOT covered for a given beneficiary on the same DOS when <strong>&gt;2</strong> are billed <em>for the same intended use.</em></p>",2026-07-28 16:14:49.587000
58710,92,9,"<p><strong>Zoonotic Infection Panels:</strong></p>
<p>This code is reimbursed under limited circumstances.</p>
<p><strong>Note also the additional diagnostic guidance provided by the Centers for Disease Control and Prevention (CDC):</strong> <a href=""https://www.cdc.gov/ticks/hcp/data-research/tickborne-disease-reference-guide/"" target=""_blank"" rel=""noopener"">https://www.cdc.gov/ticks/hcp/data-research/tickborne-disease-reference-guide/</a></p>
<p>&nbsp;</p>",2026-07-28 16:14:49.830000
58710,92,10,"<p><strong>Joint Infection Panels</strong>:</p>
<p>This code is reimbursed under limited circumstances.</p>",2026-07-28 16:14:49.840000
58710,92,11,"<p><p style=""text-align: justify; line-height: 98%;""><strong><span style=""line-height: 98%;"">Non-Urogenital/Anogenital Cutaneous/Mucocutaneous </span></strong><strong><span style=""line-height: 98%;"">Lesion Panels:</span></strong></p>
<p style=""text-align: justify; line-height: 98%;""><span style=""line-height: 98%;"">This code is reimbursed under limited circumstances.</span></p></p>",2026-07-28 16:14:49.850000
58710,92,12,"<p><p style=""line-height: 12.2pt;""><strong>Onychomycosis Panels:</strong></p>
<p style=""line-height: 90%;""><span style=""line-height: 90%;"">This code is only reimbursed for patients with a confirmed histopathologic diagnosis of an infiltrative/invasive fungal onychomycosis and whose culture (and antifungal susceptibility) of the nail is negative or cannot be performed.</span></p></p>",2026-07-28 16:14:49.860000
58713,13,1,"<p>The following tests may be billed in the post-biopsy setting (after a negative or non-malignant biopsy, as defined in the policy) for individuals contemplating a repeat biopsy:</p>
<ul>
<li>Progensa PCA3 assay (CPT 81313), performed on post-digital rectal exam (DRE) urine specimens</li>
<li>ConfirmMDx assay (CPT 81551), performed on formalin-fixed, paraffin embedded (FFPE) tissue specimens.</li>
<li>MyProstate Score 2.0 (MPS 2.0) (PLA 0403U), performed on first catch urine specimens</li>
<li>ExoDX Prostate assay (PLA 0005U), performed on non-DRE urine specimens</li>
</ul>",2026-06-19 22:31:40.807000
58713,13,2,"<p>The following test may be billed in the pre-biopsy setting as defined in the policy:</p>
<ul>
<li>SelectMDx assay (PLA 0339U), performed on post-digital rectal exam (DRE) urine specimens</li>
<li>MyProstate Score 2.0 (MPS 2.0) (PLA 0403U), performed on first catch urine specimens</li>
<li>ExoDX Prostate assay (PLA 0005U), performed on non-DRE urine specimens</li>
</ul>",2026-06-19 22:31:40.850000
58718,16,1,"<p>The following tests may be billed in the post-biopsy setting (after a negative or non-malignant biopsy, as defined in the policy) for individuals contemplating a repeat biopsy:</p>
<ul>
<li>Progensa PCA3 assay (CPT 81313), performed on post-digital rectal exam (DRE) urine specimens</li>
<li>ConfirmMDx assay (CPT 81551), performed on formalin-fixed, paraffin embedded (FFPE) tissue specimens.</li>
<li>MyProstate Score 2.0 (MPS 2.0) (PLA 0403U), performed on first catch urine specimens</li>
<li>ExoDX Prostate assay (PLA 0005U), performed on non-DRE urine specimens</li>
</ul>",2026-06-16 15:27:00.920000
58718,16,2,"<p>The following test may be billed in the pre-biopsy setting as defined in the policy:</p>
<ul>
<li>SelectMDx assay (PLA 0339U), performed on post-digital rectal exam (DRE) urine specimens</li>
<li>MyProstate Score 2.0 (MPS 2.0) (PLA 0403U), performed on first catch urine specimens</li>
<li style=""line-height: 122%;""><span style=""line-height: 122%;"">ExoDX Prostate assay (PLA 0005U), performed on non-DRE urine specimens</span></li>
</ul>",2026-06-16 15:27:00.940000
58720,90,1,"<p><strong><span style=""line-height: 115%;"">Targeted Respiratory Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">These codes are covered under limited circumstances.&#160;</span></p>
<p><strong><span style=""line-height: 115%;""> </span></strong></p>
<p><span style=""line-height: 115%;"">&#160;</span></p>",2026-07-28 13:17:14.503000
58720,90,2,"<p><strong><span style=""line-height: 115%;"">Targeted Gastrointestinal</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">This code is covered under limited circumstances.</span></p>
<p><strong><span style=""line-height: 115%;""> </span></strong></p>
<p><span style=""line-height: 115%;"">&#160;</span></p>",2026-07-28 13:17:14.520000
58720,90,3,"<p><strong><span style=""line-height: 115%;"">Meningoencephalitis</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">This code is covered under limited circumstances.&#160;</span></p>",2026-07-28 13:17:14.527000
58720,90,4,"<p><strong><span style=""line-height: 115%;"">Bloodstream Infection</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">This code is covered under limited circumstances. </span></p>",2026-07-28 13:17:14.533000
58720,90,5,"<p><strong><span style=""line-height: 115%;"">Urogenital/Anogenital</span></strong><strong><span style=""line-height: 115%;""> Panels:</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">These codes are covered under limited circumstances. </span></p>",2026-07-28 13:17:14.550000
58720,90,6,"<p><strong><span style=""line-height: 115%;"">Expanded Respiratory and Pneumonia Panels: </span></strong></p>
<p><strong><span style=""line-height: 115%;""> </span></strong></p>
<p style=""line-height: 122%;"">Covered under limited circumstances. Per policy, these codes are covered in beneficiaries with serious or critical illness or at imminent risk of becoming seriously or critically ill, immunodeficiency, and/or severe underlying condition contributory to testing using an expanded syndromic panel.</p>
<p style=""line-height: 121%; padding-left: 40px;"">Testing is billed according to 1 of the following:</p>
<p style=""line-height: 121%; padding-left: 80px;"">(a) Places of service (POS) 19, 21, 22, 23, OR</p>
<p style=""line-height: 121%; padding-left: 80px;"">(b) The test is ordered as follows (<strong>for healthcare POS other than those listed in (a)</strong>):</p>
<p style=""line-height: 121%; padding-left: 120px;"">(1) <strong>For immune-competent beneficiaries</strong>, the test must be ordered by an Infectious Disease Specialist or Pulmonologist who is diagnosing and treating the beneficiary.</p>
<p style=""line-height: 121%; padding-left: 120px;"">(2)<strong> For immune-compromised beneficiaries</strong>, the test must be ordered by a clinician specialist in 1 of the following: Infectious Diseases, Oncology, Transplant (for any panel), or Pulmonologist who is diagnosing and treating the beneficiary.</p>
<p style=""line-height: 121%; padding-left: 120px;"">(3) Regarding (1) and (2), An exception may be made in geographic locations where the specialist(s) cannot be reasonably reached by the beneficiary, and the ordering provider is located closer to the beneficiary&rsquo;s place of residence than the nearest specialist. We would generally expect that beneficiaries for whom the test is ordered under this exception to be living in rural locations, islands, or some other location where access to care is limited.</p>
<p style=""line-height: 121%; padding-left: 120px;"">(4) For testing in POS other than POS 19, 21, 22, or 23, to bill one of the Group 6 CPT codes, <strong>TWO </strong>ICD-10 codes are required-one from Group 6 and another from Group 1.</p>
<p>&nbsp;</p>",2026-07-28 13:17:14.577000
