article_id,article_version,hcpc_code_group,paragraph,last_updated
56460,14,1,,2026-02-20 19:46:01.143000
56461,26,1,"<p><span style=""display: inline !important; float: none; background-color: #ffffff; color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">For Wireless Capsule Endoscopy of the Small Intestine ONLY:</span></p>",2026-02-27 14:26:45.557000
56461,26,2,"<p><strong style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: bold; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">For Wireless Capsule Endoscopy of the Esophagus ONLY:</strong><br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /><span style=""display: inline !important; float: none; background-color: #ffffff; color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">CPT code 91111 should be reported.</span><br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /><br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /><span style=""display: inline !important; float: none; background-color: #ffffff; color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">CPT code 91111 requires a KX modifier be appended to document that no contraindication exists for nonselective beta-blocker use.</span><br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /><br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /><strong style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: bold; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">For Patency Capsule Testing:</strong> <br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /><span style=""display: inline !important; float: none; background-color: #ffffff; color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">CPT code 91299 should be reported.</span><br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /><br style=""color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"" /></p>",2026-02-27 14:26:45.567000
56462,32,1,"<p><span style=""display: inline !important; float: none; background-color: #ffffff; color: #000000; font-family: Verdana,Arial,Helvetica,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">Note: Effective February 23, 2013, Omontys &reg; (J0890) has been recalled by the FDA and will no longer be covered by CGS. More information regarding this recall is available on the FDA website.</span></p>",2026-02-27 16:11:05.407000
56464,35,1,,2026-02-27 18:26:52.697000
56464,35,2,"<p><span style=""display: inline !important; float: none; background-color: #ffffff; color: #333333; font-family: Verdana,'Helvetica Neue',Helvetica,Arial,sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: bold; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;"">Quantitative Codes in immunology section:</span></p>",2026-02-27 18:26:52.720000
56465,16,1,,2026-03-25 18:17:46.723000
56467,14,1,,2026-03-25 20:03:04.470000
56471,18,1,,2026-02-20 21:43:00.420000
56476,35,1,"<p><span style=""line-height: 115%;""><strong>NOTE:</strong></span><span style=""line-height: 115%;""> For Part A services only, the provider should bill the appropriate procedure code on the UB-04 for 11X bill type.</span></p>
<p><span style=""line-height: 115%;""><strong>Use CPT<sup>&reg;</sup> code 78496 in conjunction with CPT<sup>&reg;</sup> code 78472.</strong></span></p>",2025-08-14 14:47:37.760000
56476,35,2,"<p><p style=""line-height: normal;""><strong>HCPCS Codes</strong></p></p>",2025-08-14 14:47:37.830000
56476,35,3,"<p><p style=""line-height: normal;"">Pharmacologic Stress Agents</p></p>",2025-08-14 14:47:37.870000
56491,25,1,"<p style=""line-height: 11.65pt;""><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p style=""line-height: 14.15pt;"">The CPT codes in Group 1 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.</p>
<p>See L33954 Cataract Extraction LCD and related B&amp;C article for additional coverage indications and diagnoses.</p>",2025-03-18 16:49:18.600000
56491,25,2,"<p><p style=""text-align: justify; line-height: 15.35pt;"">The CPT codes in Group 2 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.</p>
<p style=""line-height: 11.4pt;"">Do not report 0671T in conjunction with 66989 or 66991.</p></p>",2025-03-18 16:49:18.620000
56491,25,3,"<p><span style=""background: white;"">The following CPT codes are considered not medically reasonable and necessary (non-covered).</span></p>",2025-03-18 16:49:18.637000
56493,13,1,,2025-10-31 20:50:57.603000
56494,17,1,,2026-02-20 21:50:05.357000
56497,20,1,,2021-02-09 13:54:19.143000
56500,39,1,"<p>The following CPT/HCPCS codes describe cardiac catheterization.</p>
<p>Note: G0269 is considered a bundled code on the Medicare physician fee schedule and is not separately payable.</p>",2025-10-31 21:03:22.947000
56500,39,2,<p>The following CPT codes describe SELECTIVE extra-cardiac angiography</p>,2025-10-31 21:03:23.047000
56500,39,3,<p>The following HCPCS codes describe NON-SELECTIVE extra-cardiac angiography.</p>,2025-10-31 21:03:23.113000
56502,8,1,,2023-11-20 14:21:05.520000
56503,12,1,,2024-12-17 16:47:49.440000
56503,12,2,,2024-12-17 16:47:49.473000
56505,41,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT code in their CPT books.</p>,2026-02-20 14:54:44.913000
56514,25,1,<p>N/A</p>,2025-10-14 13:00:42.567000
56531,19,1,"<p><strong><span style=""line-height: 115%;"">HCPCS Codes:</span></strong></p>",2024-08-12 18:11:49.563000
56537,41,1,,2026-07-14 22:43:03.403000
56538,27,1,<p><strong><br />Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-09-26 13:55:13.880000
56538,27,2,<p>N/A</p>,2025-09-26 13:55:13.910000
56538,27,3,<p>N/A</p>,2025-09-26 13:55:13.917000
56541,40,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. <br /><br /><strong>Please note:</strong> At this time, only the CPT codes listed in ICD-10-CM code group paragraphs 1 through 3 are subject to diagnosis-to-procedure code limitations. Please refer to the list of CPT/HCPCS codes at the beginning of each ICD-10-CM code group paragraph for appropriate diagnosis-to-procedure code limitations.</p>",2024-01-19 13:04:00.913000
56542,18,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-09-26 17:08:20.327000
56544,28,1,<p>The following CPT codes should be reported with ICD-10-CM diagnosis codes from the ICD-10-CM Diagnosis codes section-Group 1</p>,2026-07-14 22:42:59.013000
56544,28,2,<p>CPT codes 66982 and&nbsp;66987&nbsp;should be reported with ICD-10-CM diagnosis codes from both the ICD-10-CM Diagnosis codes sections- Groups 1 and Group 2.</p>,2026-07-14 22:42:59.013000
56545,14,1,,2024-11-13 14:10:49.843000
56548,20,1,<p>CPT code 92499 should be used to report optical pachymetry.</p>,2026-07-14 22:42:59.230000
56549,13,1,,2026-07-14 22:43:01.597000
56550,12,1,,2026-07-14 22:43:02.190000
56551,34,1,,2026-07-14 22:43:04.540000
56558,86,1,"<p>&nbsp;</p>
<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2025-11-26 13:34:36.757000
56558,86,2,,2025-11-26 13:34:36.797000
56558,86,3,,2025-11-26 13:34:36.817000
56558,86,4,,2025-11-26 13:34:36.837000
56558,86,5,<p><strong>The following CPT codes are non-covered:</strong></p>,2025-11-26 13:34:36.850000
56559,26,1,,2025-08-13 21:55:26.020000
56559,26,2,,2025-08-13 21:55:26.037000
56559,26,3,"<p><p style=""line-height: normal;"">Medicare is establishing limited coverage for <strong>CPT<sup>&reg;</sup> 95004</strong></p></p>",2025-08-13 21:55:26.043000
56562,33,1,,2024-08-08 18:59:19.477000
56566,46,1,"<p>This list represents common physical and occupational therapy services and is not all-inclusive.</p>
<p>HCPCS code G0295 is status N (non-covered) under Medicare.</p>
<p>CPT code 97037 is status N (non-covered) under Medicare.</p>
<p>&nbsp;</p>",2026-07-14 22:43:01.967000
56572,22,1,<p>N/A</p>,2025-10-27 12:06:23.070000
56580,30,1,,2025-08-14 18:31:13.077000
56584,14,1,,2023-07-06 14:41:36.980000
56587,48,1,"<p><strong>Dermabrasion</strong></p>
<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>",2026-02-06 13:52:17.090000
56587,48,2,"<p><strong>Abdominal Lipectomy/Panniculectomy</strong></p>
<p><strong>Note:</strong> <strong>CPT code 15847 </strong>is an add-on code that can only be used in conjunction with <strong>CPT code 15830</strong>.</p>",2026-02-06 13:52:17.157000
56587,48,3,<p><strong>Reconstructive Breast Surgery: Removal of Breast Implants</strong></p>,2026-02-06 13:52:17.170000
56587,48,4,<p><strong>Reduction Mammaplasty</strong></p>,2026-02-06 13:52:17.220000
56587,48,5,"<p><strong>Mastectomy for Gynecomastia</strong></p>
<p>Liposuction or ultrasonically assisted liposuction (<strong>15877</strong> suction assisted lipectomy; trunk) used for the treatment of gynecomastia is considered integral to the primary procedure and not covered.</p>",2026-02-06 13:52:17.230000
56587,48,6,"<p><strong>Rhinoplasty/Nasal Reconstructive Surgery</strong></p>
<p>The following CPT codes associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: <strong>20912, 21210, </strong>or<strong> 21235</strong>.</p>",2026-02-06 13:52:17.240000
56588,33,1,"<p style=""line-height: 11.65pt;""><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p style=""line-height: 14.15pt;"">The CPT codes in Group 1 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.</p>
<p>Due to the laterality of eye procedures, modifiers RT, LT or 50 must be used to indicate the eye(s) being treated.</p>
<p>See L33558 Cataract Extraction LCD and related Billing and Coding article for additional coverage indications and diagnoses.</p>",2026-07-16 15:49:12.120000
56588,33,2,"<p><p style=""text-align: justify; line-height: 15.35pt;"">The CPT codes in Group 2 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.</p>
<p style=""line-height: 11.4pt;"">Do not report 0671T in conjunction with 66989 or 66991.</p></p>",2026-07-16 15:49:12.120000
56588,33,3,"<p><span style=""background: white;"">The following CPT codes are considered not medically reasonable and necessary (non-covered).</span></p>",2026-07-16 15:49:12.120000
56594,14,1,<p>The following CPT code should only be reported and paid once per 10-day global period per eye no matter how many treatment sessions occur.</p>,2026-03-16 18:22:37.200000
56602,39,1,<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-01-24 13:51:55.797000
56605,22,1,"<p><span style=""line-height: 115%;"">For CPT<sup>&reg;</sup> code 83880 there must be supportive documentation in the medical record to demonstrate the medical necessity of more frequent testing.</span></p>",2025-12-22 15:47:48.880000
56607,19,1,,2025-08-21 14:15:19.007000
56609,18,1,"<p><p style=""line-height: normal;"">The CPT codes in Group 1 are considered medically necessary when ordered by a physician or other qualified health care professional (i.e., NP, CNS, PA).</p>
<p style=""line-height: normal;""><strong>4K Score </strong>should be billed with 81539</p>
<p style=""line-height: normal;""><strong>PCA3 </strong>should be billed using code 81313</p>
<p style=""line-height: normal;""><strong>ConfirmDx </strong>should be billed using code 81551</p>
<p style=""line-height: normal;""><strong>%fPSA </strong>should be billed using codes 84153 and 84154.</p>
<p style=""line-height: normal;""><strong>PHI </strong>should be billed using codes 84153, 84154 and 86316.</p>
<p style=""line-height: normal;""><strong>SelectMDX</strong> should be billed using code 81479</p>
<p><strong><span style=""line-height: 107%;"">EPI</span></strong><span style=""line-height: 107%;""> should be billed using code 0005U.</span></p>
<p>&nbsp;</p></p>",2026-07-14 22:42:58.620000
56610,13,1,,2023-11-06 15:53:06.287000
56611,15,1,,2025-08-14 16:11:19.120000
56612,35,1,,2026-07-17 12:41:06.500000
56613,17,1,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup> codes are considered medically necessary when the indications of coverage in the Cataract Surgery L34413 Local Coverage Determination (LCD) are met for surgical cataract treatment. A reasonable and necessary standard must be met for the utilized anterior segment drainage device.</span></p>
<p><strong>*Note: </strong>CPT codes 66989 and 66991 cannot be billed in conjunction with 66982-66989 on the same date of service and the same eye. Claims billed with these mutually exclusive codes will be rejected.</p>",2025-08-14 16:13:18.690000
56614,23,1,<p>N/A</p>,2025-04-09 14:26:14.120000
56615,36,1,<p><strong><br />Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-09-26 13:56:51.200000
56615,36,2,<p><strong><br />Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-09-26 13:56:51.220000
56616,11,1,,2024-12-13 15:16:30.743000
56617,26,1,<p>N/A</p>,2026-07-14 22:42:59.330000
56619,33,1,"<p><strong><span style=""line-height: 115%;"">A. Nerve Conduction Studies (NCS) </span></strong></p>
<p><strong><span style=""line-height: 115%;""> Both a nerve conduction velocity study and an electromyogram must be performed involving the nerve(s) being studied on the same date of service in order to be reimbursed for those procedures. The only exception is in the diagnosis of carpal tunnel which may not in all cases require both a nerve conduction velocity study and an electromyogram.</span></strong></p>",2025-08-20 14:53:32.543000
56619,33,2,"<p><strong>B. Electromyography (EMG) </strong></p>
<p><strong>Both a nerve conduction velocity study and an electromyogram must be performed involving the nerve(s) being studied on the same date of service in order to be reimbursed for those procedures. The only exception is in the diagnosis of carpal tunnel which may not in all cases require both a nerve conduction velocity study and an electromyogram.</strong></p>",2025-08-20 14:53:32.590000
56621,26,1,"<p style=""line-height: normal;""><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> book. The American Medical Association (AMA) and the Centers for Medicare &amp; Medicaid Services (CMS) require the use of short CPT<sup>&reg;</sup> descriptors in policies published on the Web.</p>",2025-08-14 12:30:33.967000
56625,36,1,,2025-08-19 15:00:46.730000
56625,36,2,,2025-08-19 15:00:46.747000
56625,36,3,,2025-08-19 15:00:46.763000
56625,36,4,,2025-08-19 15:00:46.770000
56625,36,5,,2025-08-19 15:00:46.797000
56631,19,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. <br /><br /> The following CPT/HCPCS codes associated with the services outlined in this policy will not have diagnosis limitations applied at this time: <strong>36200, 36215, 36216, 36217, 36218, 75600, 75605, 75710, and 75716.</strong></p>",2023-10-20 11:53:00.720000
56632,31,1,,2025-08-14 17:16:03.063000
56633,47,1,"<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. <br /><br />The following CPT codes associated with the services outlined in this article <strong>will not have diagnosis limitations</strong> applied at this time: <strong>65820, 65850, 66170, and 66172.</strong></p>",2023-11-09 23:50:22.977000
56633,47,2,,2023-11-09 23:50:22.993000
56633,47,3,<p>The following CPT codes are considered not medically reasonable and necessary (non-covered).</p>,2023-11-09 23:50:23
56636,20,1,,2025-10-22 18:51:30.313000
56638,37,1,<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-07-09 18:47:27.153000
56638,37,2,<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-07-09 18:47:27.187000
56639,20,1,<p>N/A</p>,2025-08-14 13:23:36.773000
56640,16,1,<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2019-09-06 18:27:01.190000
56641,18,1,<p>N/A</p>,2025-08-14 13:58:38.157000
56642,47,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-07-09 18:46:27.783000
56642,47,2,<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2025-07-09 18:46:27.830000
56644,29,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p>The following CPT codes associated with the services outlined in the Billing and Coding Article will not have diagnosis code limitations applied at this time: 36903, 36906 and 36908.</p>",2025-09-26 14:04:44.147000
56645,48,1,"<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p style=""line-height: normal;""><strong>Presumptive UDT</strong></p>",2024-10-18 13:49:35.957000
56645,48,2,<p><strong>Definitive UDT</strong></p>,2024-10-18 13:49:36
56647,32,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p>The following CPT codes associated with the services outlined in this article <strong>will not have diagnosis limitations</strong> applied at this time: <strong>65820, 65850, 66170, and 66172</strong>.</p>",2023-11-09 23:51:49.817000
56647,32,2,,2023-11-09 23:51:49.830000
56647,32,3,<p>The following CPT codes are considered not medically reasonable and necessary (non-covered).</p>,2023-11-09 23:51:49.837000
56648,19,1,<p>N/A</p>,2023-10-19 18:16:12.077000
56651,36,1,<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2023-11-09 11:41:10.557000
56653,15,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2024-05-31 13:36:54.760000
56658,42,1,"<p><strong>Exception: tattoos applied by medical professional in the course of therapeutic intervention</strong></p>
<p><strong>Dermabrasion</strong></p>",2026-01-27 16:16:03.753000
56658,42,2,<p><strong>Abdominal Lipectomy/Panniculectomy</strong></p>,2026-01-27 16:16:03.773000
56658,42,3,<p><strong>Reconstructive Breast Surgery; Removal of Breast Implants</strong></p>,2026-01-27 16:16:03.800000
56658,42,4,<p><strong>Reduction Mammoplasty-Primary</strong></p>,2026-01-27 16:16:03.853000
56658,42,5,<p><strong>Reduction Mammoplasty-Secondary</strong></p>,2026-01-27 16:16:03.860000
56658,42,6,<p><strong>Nasal Reconstruction and Rhinoplasty</strong></p>,2026-01-27 16:16:03.870000
56658,42,7,"<p><strong>Facial and Maxillofacial Procedures</strong></p>
<p>Use CPT<sup>&reg;&nbsp;</sup>codes only when the physician actually designs and prepares the prosthesis and not when the prosthesis is prepared by an outside laboratory.&nbsp;</p>
<p>When CPT<sup>&reg;</sup> codes 21089 and 21299 are billed, documentation must be submitted with the claim.</p>",2026-01-27 16:16:03.907000
56666,19,1,,2023-01-20 12:03:14.143000
56669,16,1,<p>N/A</p>,2024-07-23 15:40:31.843000
56670,61,1,"<p><strong><br />Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.<br /><br />The following CPT codes need to be listed separately in addition to a code for the primary procedure: <strong>64491, 64494, 64634, and 64636.<br /><br /></strong></p>",2026-04-02 15:32:43.640000
56670,61,2,"<p><strong><br />Note</strong>: CPT code <strong>64999 </strong>is non-covered when used to report non-thermal facet joint denervation including chemical, low grade thermal energy (less than 80 degrees Celsius), or any form of pulsed radiofrequency.<br /><br /><strong>Note</strong>: When reporting CPT code 64999 ensure that the description of the service is included on the claim.<br /><br />Consistent with the LCD, the following CPT/HCPCS codes do not support medical necessity and are non-covered.<br /><br />*This is not an inclusive list of non-covered codes.<br /><br /><strong>*Note</strong>: CPT code 64492 or 64495 describes a third and additional levels and must be listed separately in addition to the code for the primary procedure and the second level procedure and cannot be reported more than once per day. CPT code 64492 must be reported in conjunction with CPT code 64490/64491 and CPT code 64495 must be reported in conjunction with 64493/64494. CPT codes 64492 and 64495 will only be covered if sufficient documentation of medical necessity is present.<br /><br /></p>",2026-04-02 15:32:44.473000
56672,16,1,<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2024-10-18 12:45:48.140000
56673,14,1,<p><strong>For hospital outpatient billing only:</strong></p>,2024-12-13 15:17:19.213000
56673,14,2,<p><strong>For Critical Access Hospital billing only:</strong></p>,2024-12-13 15:17:19.227000
56674,11,1,,2025-04-09 14:28:57.660000
56675,25,1,,2024-09-05 14:28:59.517000
56679,9,1,,2024-08-22 14:02:01.927000
56680,44,1,<p>N/A</p>,2025-10-24 13:18:45.300000
56681,34,1,<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2023-11-09 11:38:02.573000
56682,49,1,"<p><strong>Angiography</strong> of the arteries in the <strong>Abdomen, Pelvis, </strong>or<strong> Lower Extremity</strong> branches. <strong>Aortography</strong> of the arteries in the <strong>Abdomen</strong> with or without the <strong>Lower Extremity</strong> arteries.</p>
<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the CPT/HCPCS codes in their CPT/HCPCS book.</p>
<p>The following CPT code associated with the services outlined in this Billing and Coding Article will not have diagnosis limitations applied at this time:<strong> 36200.</strong></p>",2025-10-03 12:28:15.090000
56682,49,2,<p><strong>Angiography</strong> of the <strong>Renal</strong> arteries.</p>,2025-10-03 12:28:15.173000
56682,49,3,<p><strong>Aortography with or without Angiography</strong> of the arteries in the <strong>Abdomen</strong> and the <strong>Lower Extremities</strong>.</p>,2025-10-03 12:28:15.197000
56684,17,1,"<p><span style=""line-height: 115%;""> These CPT/HCPCS codes are considered medically necessary when&nbsp;<strong><em>Coverage Indications, Limitations and/or Medical Necessity</em></strong> are met as outlined in the Intraoperative Radiation Therapy L37779 LCD. </span></p>
<p><span style=""line-height: 115%;"">""C"" HCPCS codes are applicable to Part A outpatient services only.</span></p>",2025-09-12 14:35:09.570000
56685,17,1,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup>/HCPCS codes listed in <strong><em>Group 1: Codes</em></strong> describe covered services when performed in the context of partial hospitalization. It is outside of the scope of this Billing and Coding: Partial Hospitalization Programs A56685 article to list all circumstances where the services represented by CPT<sup>&reg;</sup> code 96116 may be appropriately performed outside of the context of the Partial Hospitalization Programs L37633 LCD. Absence of a diagnosis code in this Billing and Coding: Partial Hospitalization Programs A56685 article for other conditions for which these evaluations may be medically necessary does not imply non-coverage in those circumstances.</span></p>",2024-08-26 14:04:30.180000
56685,17,2,"<p><span style=""line-height: 115%;"">The following CPT<sup>&reg;</sup> codes are <strong>Noncovered:</strong></span></p>",2024-08-26 14:04:30.380000
56686,16,1,,2024-12-17 17:34:18.750000
56691,28,1,"<p><p style=""line-height: normal;"">CPT<sup>&reg;</sup> Codes</p></p>",2025-08-14 13:49:00.367000
56692,19,1,,2026-07-27 17:39:25.670000
56695,24,1,"<p><span style=""line-height: 115%;""><strong>Note:</strong></span></p>
<p><span style=""line-height: 115%;"">Use J7999-KD* to indicate compounded and/or combination drugs used in implantable infusion pumps including, morphine sulfate, hydromorphone, fentanyl, sufentanil, clonidine, bupivacaine, compounded baclofen, and ziconitide. Other drugs are not covered. </span></p>
<p><span style=""line-height: 115%;"">When non-compounded or single agent drugs are used in implantable infusion pumps, use the specific HCPCS code for the drug used. Only the following non-compounded drugs are covered: </span></p>
<p><span style=""line-height: 115%;"">J2278-KD ziconitide (Prialt<sup>&reg;</sup>) (non-compounded) (For <strong><em>ICD-10-CM Codes that Support Medical Necessity Group 3: Codes</em> only</strong>) </span></p>
<p><span style=""line-height: 115%;"">J0475-KD Injection, baclofen <strong>(non-compounded)</strong>, 10 mg </span></p>
<p><span style=""line-height: 115%;"">J9200-KD floxuridine (non-compounded) (For <strong><em>ICD-10-CM Codes that Support Medical Necessity Group 1: Codes</em> only</strong>) </span></p>
<p><span style=""line-height: 115%;""><strong>*CPT</strong></span><sup><span style=""line-height: 115%;"">&reg;</span></sup><span style=""line-height: 115%;""><strong> codes 62322, 62323, 62326 and 62327 should be reported when performing trial infusions prior to permanent pump implantation. Choose the appropriate code as to whether the trial involves intermittent boluses or continuous infusion i.e., baclofen trials, without placement of a catheter or with placement of a catheter that will remain in place less than 24 hours (62322, 62323); or a trial that involves intermittent boluses or continuous infusion through a catheter that will remain in place greater than 24 hours (62326, 62327).</strong></span></p>",2025-08-25 13:18:52.967000
56696,43,1,<p>Note: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>,2026-03-05 12:45:14.810000
56697,44,1,<p>Cerebrovascular Arterial Studies</p>,2025-10-31 21:11:10.693000
56697,44,2,<p>Transcranial Doppler</p>,2025-10-31 21:11:10.707000
56697,44,3,<p>Extremity Arterial Studies</p>,2025-10-31 21:11:10.720000
56697,44,4,<p>Extremity Venous Studies</p>,2025-10-31 21:11:10.747000
56697,44,5,<p>Visceral Vascular Studies</p>,2025-10-31 21:11:10.757000
56697,44,6,<p>Hemodialysis Access Studies</p>,2025-10-31 21:11:10.770000
56697,44,7,"<p>Pre-surgical Conduit Mapping for Coronary Artery Bypass Graft Procedures (93930, 93931, 93970, and 93971)</p>",2025-10-31 21:11:10.783000
56697,44,8,<p>Pre-surgical Vein-Mapping for Peripheral Arterial Bypass (93970 and 93971)</p>,2025-10-31 21:11:10.800000
56703,17,1,,2024-06-24 12:34:07.810000
56704,10,1,,2022-03-04 13:36:36.297000
